code|state_fips|county_fips|period|civilian|employed|unemployed|rate|county|state|state_code
CN020600|02|060|Jun-11|2151|2113|38|1.8|bristol bay borough|alaska|AK
CN020680|02|068|Jun-11|2294|2194|100|4.4|denali borough|alaska|AK
CN020700|02|070|Jun-11|2211|1971|240|10.9|dillingham census area|alaska|AK
CN020900|02|090|Jun-11|46917|43695|3222|6.9|fairbanks north star borough|alaska|AK
CN021000|02|100|Jun-11|1434|1335|99|6.9|haines borough|alaska|AK
CN021050|02|105|Jun-11|1428|1240|188|13.2|hoonah-angoon census area|alaska|AK
CN021100|02|110|Jun-11|18905|17901|1004|5.3|juneau borough/city|alaska|AK
CN021220|02|122|Jun-11|29341|26795|2546|8.7|kenai peninsula borough|alaska|AK
CN021300|02|130|Jun-11|9157|8543|614|6.7|ketchikan gateway borough|alaska|AK
CN021500|02|150|Jun-11|7169|6674|495|6.9|kodiak island borough|alaska|AK
CN021640|02|164|Jun-11|1317|1231|86|6.5|lake and peninsula borough|alaska|AK
CN021700|02|170|Jun-11|42767|38993|3774|8.8|matanuska-susitna borough|alaska|AK
CN021800|02|180|Jun-11|4096|3525|571|13.9|nome census area|alaska|AK
CN021850|02|185|Jun-11|5284|4963|321|6.1|north slope borough|alaska|AK
CN021880|02|188|Jun-11|3112|2614|498|16.0|northwest arctic borough|alaska|AK
CN021950|02|195|Jun-11|1667|1517|150|9.0|petersburg census area|alaska|AK
CN021980|02|198|Jun-11|2500|2106|394|15.8|prince of wales-hyder census area|alaska|AK
CN022200|02|220|Jun-11|4743|4450|293|6.2|sitka borough/city|alaska|AK
CN022300|02|230|Jun-11|821|795|26|3.2|skagway borough/municipality|alaska|AK
CN022400|02|240|Jun-11|3699|3330|369|10.0|southeast fairbanks census area|alaska|AK
CN022610|02|261|Jun-11|5999|5564|435|7.3|valdez-cordova census area|alaska|AK
CN022700|02|270|Jun-11|2752|2118|634|23.0|wade hampton census area|alaska|AK
CN022750|02|275|Jun-11|1058|981|77|7.3|wrangell borough/city|alaska|AK
CN022820|02|282|Jun-11|354|325|29|8.2|yakutat borough/city|alaska|AK
CN022900|02|290|Jun-11|3198|2719|479|15.0|yukon-koyukuk census area|alaska|AK
PA040800|04|001|Jun-11|22821|18346|4475|19.6|apache|arizona|AZ
PA040400|04|003|Jun-11|61962|56152|5810|9.4|cochise|arizona|AZ
PA040600|04|005|Jun-11|74979|67854|7125|9.5|coconino|arizona|AZ
CN040070|04|007|Jun-11|22869|20345|2524|11.0|gila|arizona|AZ
CN040090|04|009|Jun-11|14680|13043|1637|11.2|graham|arizona|AZ
CN040110|04|011|Jun-11|4094|3749|345|8.4|greenlee|arizona|AZ
CN040120|04|012|Jun-11|7432|6595|837|11.3|la paz|arizona|AZ
CN040130|04|013|Jun-11|1892475|1724067|168408|8.9|maricopa|arizona|AZ
PA040900|04|015|Jun-11|89264|79292|9972|11.2|mohave|arizona|AZ
PA040550|04|017|Jun-11|41305|34503|6802|16.5|navajo|arizona|AZ
CN040190|04|019|Jun-11|462703|420696|42007|9.1|pima|arizona|AZ
PA040450|04|021|Jun-11|140143|124581|15562|11.1|pinal|arizona|AZ
CN040230|04|023|Jun-11|18603|15537|3066|16.5|santa cruz|arizona|AZ
PA040700|04|025|Jun-11|93992|84325|9667|10.3|yavapai|arizona|AZ
PA040500|04|027|Jun-11|89572|64250|25322|28.3|yuma|arizona|AZ
CN050010|05|001|Jun-11|11593|10328|1265|10.9|arkansas|arkansas|AR
CN050030|05|003|Jun-11|9650|8573|1077|11.2|ashley|arkansas|AR
CN050050|05|005|Jun-11|17203|15669|1534|8.9|baxter|arkansas|AR
PA050250|05|007|Jun-11|110187|102945|7242|6.6|benton|arkansas|AR
CN050090|05|009|Jun-11|17588|16331|1257|7.1|boone|arkansas|AR
CN050110|05|011|Jun-11|5061|4480|581|11.5|bradley|arkansas|AR
CN050130|05|013|Jun-11|2596|2352|244|9.4|calhoun|arkansas|AR
CN050150|05|015|Jun-11|14814|13918|896|6.0|carroll|arkansas|AR
CN050170|05|017|Jun-11|4661|4084|577|12.4|chicot|arkansas|AR
CN050190|05|019|Jun-11|10508|9392|1116|10.6|clark|arkansas|AR
CN050210|05|021|Jun-11|6388|5525|863|13.5|clay|arkansas|AR
CN050230|05|023|Jun-11|12250|11249|1001|8.2|cleburne|arkansas|AR
CN050250|05|025|Jun-11|4136|3794|342|8.3|cleveland|arkansas|AR
CN050270|05|027|Jun-11|10575|9483|1092|10.3|columbia|arkansas|AR
CN050290|05|029|Jun-11|10498|9593|905|8.6|conway|arkansas|AR
PA050300|05|031|Jun-11|49172|45296|3876|7.9|craighead|arkansas|AR
CN050330|05|033|Jun-11|27990|25546|2444|8.7|crawford|arkansas|AR
PA050700|05|035|Jun-11|21631|18841|2790|12.9|crittenden|arkansas|AR
CN050370|05|037|Jun-11|8537|7795|742|8.7|cross|arkansas|AR
CN050390|05|039|Jun-11|3706|3275|431|11.6|dallas|arkansas|AR
CN050410|05|041|Jun-11|5711|5007|704|12.3|desha|arkansas|AR
CN050430|05|043|Jun-11|8290|7257|1033|12.5|drew|arkansas|AR
CN050450|05|045|Jun-11|58476|54214|4262|7.3|faulkner|arkansas|AR
CN050470|05|047|Jun-11|7952|7348|604|7.6|franklin|arkansas|AR
CN050490|05|049|Jun-11|5359|4934|425|7.9|fulton|arkansas|AR
PA050400|05|051|Jun-11|43238|39510|3728|8.6|garland|arkansas|AR
CN050530|05|053|Jun-11|8577|7937|640|7.5|grant|arkansas|AR
CN050550|05|055|Jun-11|19178|17265|1913|10.0|greene|arkansas|AR
CN050570|05|057|Jun-11|11031|10081|950|8.6|hempstead|arkansas|AR
CN050590|05|059|Jun-11|15893|14603|1290|8.1|hot spring|arkansas|AR
CN050610|05|061|Jun-11|6398|5866|532|8.3|howard|arkansas|AR
CN050630|05|063|Jun-11|17254|15642|1612|9.3|independence|arkansas|AR
CN050650|05|065|Jun-11|5467|4915|552|10.1|izard|arkansas|AR
CN050670|05|067|Jun-11|7463|6646|817|10.9|jackson|arkansas|AR
CN050690|05|069|Jun-11|35401|31344|4057|11.5|jefferson|arkansas|AR
CN050710|05|071|Jun-11|11529|10598|931|8.1|johnson|arkansas|AR
CN050730|05|073|Jun-11|2902|2594|308|10.6|lafayette|arkansas|AR
CN050750|05|075|Jun-11|7349|6579|770|10.5|lawrence|arkansas|AR
CN050770|05|077|Jun-11|3393|2992|401|11.8|lee|arkansas|AR
CN050790|05|079|Jun-11|5124|4648|476|9.3|lincoln|arkansas|AR
CN050810|05|081|Jun-11|5963|5482|481|8.1|little river|arkansas|AR
CN050830|05|083|Jun-11|9950|9013|937|9.4|logan|arkansas|AR
CN050850|05|085|Jun-11|33365|31017|2348|7.0|lonoke|arkansas|AR
CN050870|05|087|Jun-11|7628|7106|522|6.8|madison|arkansas|AR
CN050890|05|089|Jun-11|6712|6075|637|9.5|marion|arkansas|AR
CN050910|05|091|Jun-11|21113|19636|1477|7.0|miller|arkansas|AR
PA050500|05|093|Jun-11|22650|19753|2897|12.8|mississippi|arkansas|AR
CN050950|05|095|Jun-11|3537|3195|342|9.7|monroe|arkansas|AR
CN050970|05|097|Jun-11|4503|4150|353|7.8|montgomery|arkansas|AR
CN050990|05|099|Jun-11|4403|3958|445|10.1|nevada|arkansas|AR
CN051010|05|101|Jun-11|3655|3359|296|8.1|newton|arkansas|AR
CN051030|05|103|Jun-11|12237|11039|1198|9.8|ouachita|arkansas|AR
CN051050|05|105|Jun-11|4827|4399|428|8.9|perry|arkansas|AR
CN051070|05|107|Jun-11|8667|7622|1045|12.1|phillips|arkansas|AR
CN051090|05|109|Jun-11|4888|4414|474|9.7|pike|arkansas|AR
CN051110|05|111|Jun-11|10913|9865|1048|9.6|poinsett|arkansas|AR
CN051130|05|113|Jun-11|8512|7773|739|8.7|polk|arkansas|AR
CN051150|05|115|Jun-11|30462|27813|2649|8.7|pope|arkansas|AR
CN051170|05|117|Jun-11|3977|3646|331|8.3|prairie|arkansas|AR
CN051190|05|119|Jun-11|192280|177289|14991|7.8|pulaski|arkansas|AR
CN051210|05|121|Jun-11|7672|6853|819|10.7|randolph|arkansas|AR
CN051230|05|123|Jun-11|10404|9202|1202|11.6|st francis|arkansas|AR
PA050800|05|125|Jun-11|53481|49785|3696|6.9|saline|arkansas|AR
CN051270|05|127|Jun-11|4800|4440|360|7.5|scott|arkansas|AR
CN051290|05|129|Jun-11|3588|3289|299|8.3|searcy|arkansas|AR
CN051310|05|131|Jun-11|59779|54772|5007|8.4|sebastian|arkansas|AR
CN051330|05|133|Jun-11|7007|6384|623|8.9|sevier|arkansas|AR
CN051350|05|135|Jun-11|6494|5803|691|10.6|sharp|arkansas|AR
CN051370|05|137|Jun-11|4667|4175|492|10.5|stone|arkansas|AR
CN051390|05|139|Jun-11|18203|16363|1840|10.1|union|arkansas|AR
CN051410|05|141|Jun-11|7538|6796|742|9.8|van buren|arkansas|AR
CN051430|05|143|Jun-11|105449|98430|7019|6.7|washington|arkansas|AR
PA050900|05|145|Jun-11|35278|32039|3239|9.2|white|arkansas|AR
CN051470|05|147|Jun-11|3229|2807|422|13.1|woodruff|arkansas|AR
CN051490|05|149|Jun-11|10320|9556|764|7.4|yell|arkansas|AR
CN060010|06|001|Jun-11|760609|678695|81914|10.8|alameda|california|CA
CN060030|06|003|Jun-11|431|344|87|20.2|alpine|california|CA
CN060050|06|005|Jun-11|17293|15142|2151|12.4|amador|california|CA
PS060150|06|007|Jun-11|101811|87431|14380|14.1|butte|california|CA
CN060090|06|009|Jun-11|20164|17194|2970|14.7|calaveras|california|CA
CN060110|06|011|Jun-11|11591|9368|2223|19.2|colusa|california|CA
CN060130|06|013|Jun-11|524289|467309|56980|10.9|contra costa|california|CA
CN060150|06|015|Jun-11|11507|9937|1570|13.6|del norte|california|CA
PA063750|06|017|Jun-11|90880|79988|10892|12.0|el dorado|california|CA
CN060190|06|019|Jun-11|443004|369658|73346|16.6|fresno|california|CA
CN060210|06|021|Jun-11|12933|10870|2063|16.0|glenn|california|CA
PS060300|06|023|Jun-11|60260|53245|7015|11.6|humboldt|california|CA
PS060350|06|025|Jun-11|77636|54403|23233|29.9|imperial|california|CA
CN060270|06|027|Jun-11|9478|8507|971|10.2|inyo|california|CA
PS060400|06|029|Jun-11|385094|327387|57707|15.0|kern|california|CA
PA062730|06|031|Jun-11|60591|50465|10126|16.7|kings|california|CA
CN060330|06|033|Jun-11|26113|21730|4383|16.8|lake|california|CA
CN060350|06|035|Jun-11|13327|11534|1793|13.5|lassen|california|CA
CN060370|06|037|Jun-11|4888522|4275295|613227|12.5|los angeles|california|CA
PA064200|06|039|Jun-11|65867|55645|10222|15.5|madera|california|CA
PS060550|06|041|Jun-11|134658|124291|10367|7.7|marin|california|CA
CN060430|06|043|Jun-11|10128|9034|1094|10.8|mariposa|california|CA
PA063550|06|045|Jun-11|43572|38901|4671|10.7|mendocino|california|CA
PS060600|06|047|Jun-11|109423|89181|20242|18.5|merced|california|CA
CN060490|06|049|Jun-11|4020|3461|559|13.9|modoc|california|CA
CN060510|06|051|Jun-11|8204|7192|1012|12.3|mono|california|CA
PS060620|06|053|Jun-11|231086|206297|24789|10.7|monterey|california|CA
PA063600|06|055|Jun-11|77613|70697|6916|8.9|napa|california|CA
PA065000|06|057|Jun-11|50790|45110|5680|11.2|nevada|california|CA
PS060670|06|059|Jun-11|1597015|1451918|145097|9.1|orange|california|CA
PS061500|06|061|Jun-11|175566|155670|19896|11.3|placer|california|CA
CN060630|06|063|Jun-11|10100|8645|1455|14.4|plumas|california|CA
CN060650|06|065|Jun-11|934198|802784|131414|14.1|riverside|california|CA
PS061350|06|067|Jun-11|677445|592144|85301|12.6|sacramento|california|CA
CN060690|06|069|Jun-11|26131|22122|4009|15.3|san benito|california|CA
CN060710|06|071|Jun-11|859154|739922|119232|13.9|san bernardino|california|CA
PS060850|06|073|Jun-11|1583733|1419434|164299|10.4|san diego|california|CA
PS060900|06|075|Jun-11|460413|419134|41279|9.0|san francisco /city|california|CA
PS061080|06|077|Jun-11|303230|252539|50691|16.7|san joaquin|california|CA
CN060790|06|079|Jun-11|140620|127140|13480|9.6|san luis obispo|california|CA
PS061000|06|081|Jun-11|378969|347211|31758|8.4|san mateo|california|CA
PS061010|06|083|Jun-11|229309|209212|20097|8.8|santa barbara|california|CA
CN060850|06|085|Jun-11|894828|804635|90193|10.1|santa clara|california|CA
PS061030|06|087|Jun-11|151581|134310|17271|11.4|santa cruz|california|CA
PS061450|06|089|Jun-11|82815|70453|12362|14.9|shasta|california|CA
CN060910|06|091|Jun-11|1717|1480|237|13.8|sierra|california|CA
CN060930|06|093|Jun-11|20278|17105|3173|15.6|siskiyou|california|CA
PS061050|06|095|Jun-11|215318|189877|25441|11.8|solano|california|CA
PS061060|06|097|Jun-11|258075|232022|26053|10.1|sonoma|california|CA
PS061070|06|099|Jun-11|238648|197738|40910|17.1|stanislaus|california|CA
PA065100|06|101|Jun-11|43395|35016|8379|19.3|sutter|california|CA
CN061030|06|103|Jun-11|25787|21855|3932|15.2|tehama|california|CA
CN061050|06|105|Jun-11|5266|4388|878|16.7|trinity|california|CA
PS061210|06|107|Jun-11|211814|178249|33565|15.8|tulare|california|CA
CN061090|06|109|Jun-11|25809|22403|3406|13.2|tuolumne|california|CA
PS061220|06|111|Jun-11|437997|393431|44566|10.2|ventura|california|CA
CN061130|06|113|Jun-11|96756|85376|11380|11.8|yolo|california|CA
CN061150|06|115|Jun-11|27915|22819|5096|18.3|yuba|california|CA
CN080010|08|001|Jun-11|232509|209720|22789|9.8|adams|colorado|CO
CN080030|08|003|Jun-11|8739|7992|747|8.5|alamosa|colorado|CO
PS080100|08|005|Jun-11|320914|293841|27073|8.4|arapahoe|colorado|CO
CN080070|08|007|Jun-11|6564|5983|581|8.9|archuleta|colorado|CO
CN080090|08|009|Jun-11|2574|2469|105|4.1|baca|colorado|CO
CN080110|08|011|Jun-11|2621|2419|202|7.7|bent|colorado|CO
CN080130|08|013|Jun-11|175478|163955|11523|6.6|boulder|colorado|CO
CN080140|08|014|Jun-11|31114|28729|2385|7.7|broomfield /city|colorado|CO
CN080150|08|015|Jun-11|9171|8545|626|6.8|chaffee|colorado|CO
CN080170|08|017|Jun-11|1400|1354|46|3.3|cheyenne|colorado|CO
CN080190|08|019|Jun-11|5718|5268|450|7.9|clear creek|colorado|CO
CN080210|08|021|Jun-11|3866|3472|394|10.2|conejos|colorado|CO
CN080230|08|023|Jun-11|1436|1249|187|13.0|costilla|colorado|CO
CN080250|08|025|Jun-11|1757|1593|164|9.3|crowley|colorado|CO
CN080270|08|027|Jun-11|2111|1975|136|6.4|custer|colorado|CO
CN080290|08|029|Jun-11|16449|14904|1545|9.4|delta|colorado|CO
PS080250|08|031|Jun-11|323054|293668|29386|9.1|denver /city|colorado|CO
CN080330|08|033|Jun-11|1035|925|110|10.6|dolores|colorado|CO
CN080350|08|035|Jun-11|161027|150256|10771|6.7|douglas|colorado|CO
CN080370|08|037|Jun-11|28030|25355|2675|9.5|eagle|colorado|CO
CN080390|08|039|Jun-11|12937|11950|987|7.6|elbert|colorado|CO
PS080200|08|041|Jun-11|302322|273234|29088|9.6|el paso|colorado|CO
CN080430|08|043|Jun-11|20637|18551|2086|10.1|fremont|colorado|CO
CN080450|08|045|Jun-11|33272|30317|2955|8.9|garfield|colorado|CO
CN080470|08|047|Jun-11|3624|3359|265|7.3|gilpin|colorado|CO
CN080490|08|049|Jun-11|8426|7688|738|8.8|grand|colorado|CO
CN080510|08|051|Jun-11|9158|8553|605|6.6|gunnison|colorado|CO
CN080530|08|053|Jun-11|742|720|22|3.0|hinsdale|colorado|CO
CN080550|08|055|Jun-11|3339|2970|369|11.1|huerfano|colorado|CO
CN080570|08|057|Jun-11|1317|1267|50|3.8|jackson|colorado|CO
CN080590|08|059|Jun-11|306419|281595|24824|8.1|jefferson|colorado|CO
CN080610|08|061|Jun-11|1041|1001|40|3.8|kiowa|colorado|CO
CN080630|08|063|Jun-11|4839|4605|234|4.8|kit carson|colorado|CO
CN080650|08|065|Jun-11|3421|2978|443|12.9|lake|colorado|CO
CN080670|08|067|Jun-11|30547|28463|2084|6.8|la plata|colorado|CO
PS080310|08|069|Jun-11|179356|167014|12342|6.9|larimer|colorado|CO
CN080710|08|071|Jun-11|7830|7030|800|10.2|las animas|colorado|CO
CN080730|08|073|Jun-11|3276|3110|166|5.1|lincoln|colorado|CO
CN080750|08|075|Jun-11|11440|10618|822|7.2|logan|colorado|CO
PA080250|08|077|Jun-11|78647|70758|7889|10.0|mesa|colorado|CO
CN080790|08|079|Jun-11|500|477|23|4.6|mineral|colorado|CO
CN080810|08|081|Jun-11|8643|7902|741|8.6|moffat|colorado|CO
CN080830|08|083|Jun-11|13520|12355|1165|8.6|montezuma|colorado|CO
CN080850|08|085|Jun-11|20343|18127|2216|10.9|montrose|colorado|CO
CN080870|08|087|Jun-11|15887|14842|1045|6.6|morgan|colorado|CO
CN080890|08|089|Jun-11|9348|8432|916|9.8|otero|colorado|CO
CN080910|08|091|Jun-11|2852|2654|198|6.9|ouray|colorado|CO
CN080930|08|093|Jun-11|9126|8416|710|7.8|park|colorado|CO
CN080950|08|095|Jun-11|2614|2491|123|4.7|phillips|colorado|CO
CN080970|08|097|Jun-11|10372|9510|862|8.3|pitkin|colorado|CO
CN080990|08|099|Jun-11|7105|6662|443|6.2|prowers|colorado|CO
PS080320|08|101|Jun-11|76688|68504|8184|10.7|pueblo|colorado|CO
CN081030|08|103|Jun-11|4393|4153|240|5.5|rio blanco|colorado|CO
CN081050|08|105|Jun-11|6803|6161|642|9.4|rio grande|colorado|CO
CN081070|08|107|Jun-11|13905|12666|1239|8.9|routt|colorado|CO
CN081090|08|109|Jun-11|3360|2999|361|10.7|saguache|colorado|CO
CN081110|08|111|Jun-11|721|671|50|6.9|san juan|colorado|CO
CN081130|08|113|Jun-11|4962|4604|358|7.2|san miguel|colorado|CO
CN081150|08|115|Jun-11|1671|1592|79|4.7|sedgwick|colorado|CO
CN081170|08|117|Jun-11|15012|13668|1344|9.0|summit|colorado|CO
CN081190|08|119|Jun-11|12660|11560|1100|8.7|teller|colorado|CO
CN081210|08|121|Jun-11|2961|2814|147|5.0|washington|colorado|CO
PS080330|08|123|Jun-11|122608|110662|11946|9.7|weld|colorado|CO
CN081250|08|125|Jun-11|7014|6720|294|4.2|yuma|colorado|CO
CN090010|09|001|Jun-11|487422|447067|40355|8.3|fairfield|connecticut|CT
CN090030|09|003|Jun-11|474096|428173|45923|9.7|hartford|connecticut|CT
CN090050|09|005|Jun-11|107476|98585|8891|8.3|litchfield|connecticut|CT
CN090070|09|007|Jun-11|95364|87795|7569|7.9|middlesex|connecticut|CT
CN090090|09|009|Jun-11|461783|415110|46673|10.1|new haven|connecticut|CT
CN090110|09|011|Jun-11|154062|140334|13728|8.9|new london|connecticut|CT
CN090130|09|013|Jun-11|87814|81009|6805|7.7|tolland|connecticut|CT
CN090150|09|015|Jun-11|65934|58947|6987|10.6|windham|connecticut|CT
CN100010|10|001|Jun-11|75103|69227|5876|7.8|kent|delaware|DE
CN100030|10|003|Jun-11|270183|248769|21414|7.9|new castle|delaware|DE
PA100100|10|005|Jun-11|95895|89355|6540|6.8|sussex|delaware|DE
PS110050|11|001|Jun-11|346571|307303|39268|11.3||district of columbia|DC
CN120010|12|001|Jun-11|129488|118866|10622|8.2|alachua|florida|FL
CN120030|12|003|Jun-11|12566|11312|1254|10.0|baker|florida|FL
PA121150|12|005|Jun-11|94323|85249|9074|9.6|bay|florida|FL
CN120070|12|007|Jun-11|12487|11366|1121|9.0|bradford|florida|FL
PS120030|12|009|Jun-11|270864|240671|30193|11.1|brevard|florida|FL
PS120050|12|011|Jun-11|993757|898729|95028|9.6|broward|florida|FL
CN120130|12|013|Jun-11|5879|5287|592|10.1|calhoun|florida|FL
CN120150|12|015|Jun-11|69996|62277|7719|11.0|charlotte|florida|FL
PA121550|12|017|Jun-11|55934|49078|6856|12.3|citrus|florida|FL
PA121450|12|019|Jun-11|97901|88586|9315|9.5|clay|florida|FL
PA121400|12|021|Jun-11|145929|129938|15991|11.0|collier|florida|FL
CN120230|12|023|Jun-11|31422|28242|3180|10.1|columbia|florida|FL
CN120270|12|027|Jun-11|14968|13525|1443|9.6|desoto|florida|FL
CN120290|12|029|Jun-11|5672|4930|742|13.1|dixie|florida|FL
PA120600|12|031|Jun-11|452746|401701|51045|11.3|duval|florida|FL
PS120100|12|033|Jun-11|142718|127967|14751|10.3|escambia|florida|FL
CN120350|12|035|Jun-11|34049|29139|4910|14.4|flagler|florida|FL
CN120370|12|037|Jun-11|5637|5200|437|7.8|franklin|florida|FL
CN120390|12|039|Jun-11|20057|17985|2072|10.3|gadsden|florida|FL
CN120410|12|041|Jun-11|7483|6719|764|10.2|gilchrist|florida|FL
CN120430|12|043|Jun-11|5297|4735|562|10.6|glades|florida|FL
CN120450|12|045|Jun-11|6464|5806|658|10.2|gulf|florida|FL
CN120470|12|047|Jun-11|4847|4296|551|11.4|hamilton|florida|FL
CN120490|12|049|Jun-11|12334|11034|1300|10.5|hardee|florida|FL
CN120510|12|051|Jun-11|17536|14816|2720|15.5|hendry|florida|FL
CN120530|12|053|Jun-11|62807|54119|8688|13.8|hernando|florida|FL
CN120550|12|055|Jun-11|42753|38143|4610|10.8|highlands|florida|FL
CN120570|12|057|Jun-11|612188|544556|67632|11.0|hillsborough|florida|FL
CN120590|12|059|Jun-11|8924|8165|759|8.5|holmes|florida|FL
PA121600|12|061|Jun-11|62863|54460|8403|13.4|indian river|florida|FL
CN120630|12|063|Jun-11|22480|20626|1854|8.2|jackson|florida|FL
CN120650|12|065|Jun-11|6756|6154|602|8.9|jefferson|florida|FL
CN120670|12|067|Jun-11|3136|2877|259|8.3|lafayette|florida|FL
PS120640|12|069|Jun-11|128197|113661|14536|11.3|lake|florida|FL
PS120170|12|071|Jun-11|278998|246410|32588|11.7|lee|florida|FL
CN120730|12|073|Jun-11|149423|136660|12763|8.5|leon|florida|FL
CN120750|12|075|Jun-11|16907|14928|1979|11.7|levy|florida|FL
CN120770|12|077|Jun-11|3253|2964|289|8.9|liberty|florida|FL
CN120790|12|079|Jun-11|7265|6381|884|12.2|madison|florida|FL
CN120810|12|081|Jun-11|140916|125163|15753|11.2|manatee|florida|FL
PS120570|12|083|Jun-11|134019|117105|16914|12.6|marion|florida|FL
PA120470|12|085|Jun-11|63820|56824|6996|11.0|martin|florida|FL
CN120860|12|086|Jun-11|1264109|1107659|156450|12.4|miami-dade|florida|FL
PA120550|12|087|Jun-11|47096|44025|3071|6.5|monroe|florida|FL
CN120890|12|089|Jun-11|37416|33998|3418|9.1|nassau|florida|FL
PS120370|12|091|Jun-11|101912|94339|7573|7.4|okaloosa|florida|FL
CN120930|12|093|Jun-11|19232|16926|2306|12.0|okeechobee|florida|FL
PS120400|12|095|Jun-11|623144|556927|66217|10.6|orange|florida|FL
CN120970|12|097|Jun-11|136774|120992|15782|11.5|osceola|florida|FL
PS120420|12|099|Jun-11|620094|550668|69426|11.2|palm beach|florida|FL
PS120450|12|101|Jun-11|191559|168141|23418|12.2|pasco|florida|FL
PS120550|12|103|Jun-11|440384|393311|47073|10.7|pinellas|florida|FL
CN121050|12|105|Jun-11|274498|241935|32563|11.9|polk|florida|FL
CN121070|12|107|Jun-11|32618|28631|3987|12.2|putnam|florida|FL
CN121090|12|109|Jun-11|98552|90404|8148|8.3|st johns|florida|FL
PA121350|12|111|Jun-11|125236|108180|17056|13.6|st lucie|florida|FL
PA121370|12|113|Jun-11|74457|67264|7193|9.7|santa rosa|florida|FL
CN121150|12|115|Jun-11|161946|144332|17614|10.9|sarasota|florida|FL
PS120500|12|117|Jun-11|239262|215010|24252|10.1|seminole|florida|FL
CN121190|12|119|Jun-11|35863|32752|3111|8.7|sumter|florida|FL
CN121210|12|121|Jun-11|19304|17442|1862|9.6|suwannee|florida|FL
CN121230|12|123|Jun-11|9340|8319|1021|10.9|taylor|florida|FL
CN121250|12|125|Jun-11|5425|4958|467|8.6|union|florida|FL
CN121270|12|127|Jun-11|255058|226829|28229|11.1|volusia|florida|FL
CN121290|12|129|Jun-11|15416|14014|1402|9.1|wakulla|florida|FL
CN121310|12|131|Jun-11|33761|31495|2266|6.7|walton|florida|FL
CN121330|12|133|Jun-11|10284|9133|1151|11.2|washington|florida|FL
CN130010|13|001|Jun-11|9673|8515|1158|12.0|appling|georgia|GA
CN130030|13|003|Jun-11|2985|2568|417|14.0|atkinson|georgia|GA
CN130050|13|005|Jun-11|4645|4163|482|10.4|bacon|georgia|GA
CN130070|13|007|Jun-11|1510|1377|133|8.8|baker|georgia|GA
CN130090|13|009|Jun-11|18146|15423|2723|15.0|baldwin|georgia|GA
CN130110|13|011|Jun-11|10272|9469|803|7.8|banks|georgia|GA
CN130130|13|013|Jun-11|34416|31012|3404|9.9|barrow|georgia|GA
CN130150|13|015|Jun-11|48502|43533|4969|10.2|bartow|georgia|GA
CN130170|13|017|Jun-11|6935|5825|1110|16.0|ben hill|georgia|GA
CN130190|13|019|Jun-11|7809|6838|971|12.4|berrien|georgia|GA
CN130210|13|021|Jun-11|73131|65010|8121|11.1|bibb|georgia|GA
CN130230|13|023|Jun-11|5242|4457|785|15.0|bleckley|georgia|GA
CN130250|13|025|Jun-11|7811|6864|947|12.1|brantley|georgia|GA
CN130270|13|027|Jun-11|7324|6616|708|9.7|brooks|georgia|GA
CN130290|13|029|Jun-11|15569|14245|1324|8.5|bryan|georgia|GA
CN130310|13|031|Jun-11|32094|28411|3683|11.5|bulloch|georgia|GA
CN130330|13|033|Jun-11|9768|8490|1278|13.1|burke|georgia|GA
CN130350|13|035|Jun-11|10109|8867|1242|12.3|butts|georgia|GA
CN130370|13|037|Jun-11|2289|2034|255|11.1|calhoun|georgia|GA
CN130390|13|039|Jun-11|20347|18282|2065|10.1|camden|georgia|GA
CN130430|13|043|Jun-11|4495|3995|500|11.1|candler|georgia|GA
PA130600|13|045|Jun-11|52409|46291|6118|11.7|carroll|georgia|GA
CN130470|13|047|Jun-11|33925|31122|2803|8.3|catoosa|georgia|GA
CN130490|13|049|Jun-11|4487|3954|533|11.9|charlton|georgia|GA
PS130450|13|051|Jun-11|134452|121160|13292|9.9|chatham|georgia|GA
CN130530|13|053|Jun-11|2111|1705|406|19.2|chattahoochee|georgia|GA
CN130550|13|055|Jun-11|10312|9094|1218|11.8|chattooga|georgia|GA
PA130950|13|057|Jun-11|111989|102602|9387|8.4|cherokee|georgia|GA
PA130550|13|059|Jun-11|65595|60041|5554|8.5|clarke|georgia|GA
CN130610|13|061|Jun-11|1422|1297|125|8.8|clay|georgia|GA
PA131050|13|063|Jun-11|129893|113233|16660|12.8|clayton|georgia|GA
CN130650|13|065|Jun-11|2701|2402|299|11.1|clinch|georgia|GA
PA131100|13|067|Jun-11|371399|336070|35329|9.5|cobb|georgia|GA
CN130690|13|069|Jun-11|15279|12956|2323|15.2|coffee|georgia|GA
CN130710|13|071|Jun-11|20217|18154|2063|10.2|colquitt|georgia|GA
CN130730|13|073|Jun-11|63925|58987|4938|7.7|columbia|georgia|GA
CN130750|13|075|Jun-11|6432|5588|844|13.1|cook|georgia|GA
CN130770|13|077|Jun-11|62510|56755|5755|9.2|coweta|georgia|GA
CN130790|13|079|Jun-11|6095|5458|637|10.5|crawford|georgia|GA
CN130810|13|081|Jun-11|9132|7867|1265|13.9|crisp|georgia|GA
CN130830|13|083|Jun-11|8131|7400|731|9.0|dade|georgia|GA
CN130850|13|085|Jun-11|11339|10281|1058|9.3|dawson|georgia|GA
CN130870|13|087|Jun-11|10633|9176|1457|13.7|decatur|georgia|GA
CN130890|13|089|Jun-11|364331|325565|38766|10.6|dekalb|georgia|GA
