code|state_fips|county_fips|period|civilian|employed|unemployed|rate|county|state|state_code
CN290330|29|033|Jun-11|4905|4402|503|10.3|carroll|missouri|MO
CN290350|29|035|Jun-11|3194|2890|304|9.5|carter|missouri|MO
PA290900|29|037|Jun-11|51945|47310|4635|8.9|cass|missouri|MO
CN290390|29|039|Jun-11|6561|5998|563|8.6|cedar|missouri|MO
CN290410|29|041|Jun-11|4337|3956|381|8.8|chariton|missouri|MO
CN290430|29|043|Jun-11|41359|38232|3127|7.6|christian|missouri|MO
CN290450|29|045|Jun-11|3668|3269|399|10.9|clark|missouri|MO
CN290470|29|047|Jun-11|122646|112929|9717|7.9|clay|missouri|MO
CN290490|29|049|Jun-11|10557|9480|1077|10.2|clinton|missouri|MO
PA290300|29|051|Jun-11|40802|38054|2748|6.7|cole|missouri|MO
CN290530|29|053|Jun-11|8774|8010|764|8.7|cooper|missouri|MO
CN290550|29|055|Jun-11|12252|11060|1192|9.7|crawford|missouri|MO
CN290570|29|057|Jun-11|3627|3284|343|9.5|dade|missouri|MO
CN290590|29|059|Jun-11|7401|6681|720|9.7|dallas|missouri|MO
CN290610|29|061|Jun-11|4049|3694|355|8.8|daviess|missouri|MO
CN290630|29|063|Jun-11|5772|5263|509|8.8|dekalb|missouri|MO
CN290650|29|065|Jun-11|6935|6285|650|9.4|dent|missouri|MO
CN290670|29|067|Jun-11|6262|5726|536|8.6|douglas|missouri|MO
CN290690|29|069|Jun-11|14669|13073|1596|10.9|dunklin|missouri|MO
PA290200|29|071|Jun-11|54154|49087|5067|9.4|franklin|missouri|MO
CN290730|29|073|Jun-11|7500|6818|682|9.1|gasconade|missouri|MO
CN290750|29|075|Jun-11|3739|3462|277|7.4|gentry|missouri|MO
CN290770|29|077|Jun-11|145302|133866|11436|7.9|greene|missouri|MO
CN290790|29|079|Jun-11|4895|4535|360|7.4|grundy|missouri|MO
CN290810|29|081|Jun-11|4400|4062|338|7.7|harrison|missouri|MO
CN290830|29|083|Jun-11|10645|9639|1006|9.5|henry|missouri|MO
CN290850|29|085|Jun-11|3663|3201|462|12.6|hickory|missouri|MO
CN290870|29|087|Jun-11|2828|2639|189|6.7|holt|missouri|MO
CN290890|29|089|Jun-11|5190|4763|427|8.2|howard|missouri|MO
CN290910|29|091|Jun-11|19132|17451|1681|8.8|howell|missouri|MO
CN290930|29|093|Jun-11|5177|4642|535|10.3|iron|missouri|MO
CN290950|29|095|Jun-11|343643|310309|33334|9.7|jackson|missouri|MO
PA290750|29|097|Jun-11|59020|53745|5275|8.9|jasper|missouri|MO
PA290150|29|099|Jun-11|119326|108661|10665|8.9|jefferson|missouri|MO
CN291010|29|101|Jun-11|25975|23723|2252|8.7|johnson|missouri|MO
CN291030|29|103|Jun-11|2231|2075|156|7.0|knox|missouri|MO
CN291050|29|105|Jun-11|16633|14871|1762|10.6|laclede|missouri|MO
CN291070|29|107|Jun-11|17293|15437|1856|10.7|lafayette|missouri|MO
CN291090|29|109|Jun-11|18953|17453|1500|7.9|lawrence|missouri|MO
CN291110|29|111|Jun-11|5695|5313|382|6.7|lewis|missouri|MO
CN291130|29|113|Jun-11|27440|24747|2693|9.8|lincoln|missouri|MO
CN291150|29|115|Jun-11|6065|5408|657|10.8|linn|missouri|MO
CN291170|29|117|Jun-11|7024|6471|553|7.9|livingston|missouri|MO
CN291190|29|119|Jun-11|11266|10234|1032|9.2|mcdonald|missouri|MO
CN291210|29|121|Jun-11|8017|7393|624|7.8|macon|missouri|MO
CN291230|29|123|Jun-11|6165|5582|583|9.5|madison|missouri|MO
CN291250|29|125|Jun-11|4850|4469|381|7.9|maries|missouri|MO
CN291270|29|127|Jun-11|14686|13538|1148|7.8|marion|missouri|MO
CN291290|29|129|Jun-11|1957|1832|125|6.4|mercer|missouri|MO
CN291310|29|131|Jun-11|12031|10787|1244|10.3|miller|missouri|MO
CN291330|29|133|Jun-11|6094|5449|645|10.6|mississippi|missouri|MO
CN291350|29|135|Jun-11|7609|7030|579|7.6|moniteau|missouri|MO
CN291370|29|137|Jun-11|3965|3556|409|10.3|monroe|missouri|MO
CN291390|29|139|Jun-11|5895|5308|587|10.0|montgomery|missouri|MO
CN291410|29|141|Jun-11|9170|8185|985|10.7|morgan|missouri|MO
CN291430|29|143|Jun-11|8636|7768|868|10.1|new madrid|missouri|MO
CN291450|29|145|Jun-11|29498|26879|2619|8.9|newton|missouri|MO
CN291470|29|147|Jun-11|11922|10953|969|8.1|nodaway|missouri|MO
CN291490|29|149|Jun-11|4553|4102|451|9.9|oregon|missouri|MO
CN291510|29|151|Jun-11|7494|6963|531|7.1|osage|missouri|MO
CN291530|29|153|Jun-11|4414|4000|414|9.4|ozark|missouri|MO
CN291550|29|155|Jun-11|8528|7616|912|10.7|pemiscot|missouri|MO
CN291570|29|157|Jun-11|10439|9749|690|6.6|perry|missouri|MO
CN291590|29|159|Jun-11|20455|18601|1854|9.1|pettis|missouri|MO
CN291610|29|161|Jun-11|21965|20185|1780|8.1|phelps|missouri|MO
CN291630|29|163|Jun-11|9097|8337|760|8.4|pike|missouri|MO
CN291650|29|165|Jun-11|51489|47672|3817|7.4|platte|missouri|MO
CN291670|29|167|Jun-11|14832|13305|1527|10.3|polk|missouri|MO
PA290350|29|169|Jun-11|20918|18899|2019|9.7|pulaski|missouri|MO
CN291710|29|171|Jun-11|2425|2265|160|6.6|putnam|missouri|MO
CN291730|29|173|Jun-11|5744|5333|411|7.2|ralls|missouri|MO
CN291750|29|175|Jun-11|12804|11494|1310|10.2|randolph|missouri|MO
CN291770|29|177|Jun-11|11800|10532|1268|10.7|ray|missouri|MO
CN291790|29|179|Jun-11|2719|2409|310|11.4|reynolds|missouri|MO
CN291810|29|181|Jun-11|6873|6194|679|9.9|ripley|missouri|MO
PS290300|29|183|Jun-11|204511|188801|15710|7.7|st charles|missouri|MO
CN291850|29|185|Jun-11|4050|3613|437|10.8|st clair|missouri|MO
CN291860|29|186|Jun-11|9786|8886|900|9.2|ste genevieve|missouri|MO
CN291870|29|187|Jun-11|29726|26548|3178|10.7|st francois|missouri|MO
PS290400|29|189|Jun-11|536550|489524|47026|8.8|st louis|missouri|MO
CN291950|29|195|Jun-11|11543|10569|974|8.4|saline|missouri|MO
CN291970|29|197|Jun-11|2020|1878|142|7.0|schuyler|missouri|MO
CN291990|29|199|Jun-11|2444|2283|161|6.6|scotland|missouri|MO
CN292010|29|201|Jun-11|20505|18646|1859|9.1|scott|missouri|MO
CN292030|29|203|Jun-11|3235|2838|397|12.3|shannon|missouri|MO
CN292050|29|205|Jun-11|3164|2927|237|7.5|shelby|missouri|MO
CN292070|29|207|Jun-11|15455|14028|1427|9.2|stoddard|missouri|MO
CN292090|29|209|Jun-11|15604|14133|1471|9.4|stone|missouri|MO
CN292110|29|211|Jun-11|3466|3225|241|7.0|sullivan|missouri|MO
CN292130|29|213|Jun-11|28996|26071|2925|10.1|taney|missouri|MO
CN292150|29|215|Jun-11|11187|10176|1011|9.0|texas|missouri|MO
CN292170|29|217|Jun-11|9794|9042|752|7.7|vernon|missouri|MO
CN292190|29|219|Jun-11|17403|15904|1499|8.6|warren|missouri|MO
CN292210|29|221|Jun-11|10496|9279|1217|11.6|washington|missouri|MO
CN292230|29|223|Jun-11|6121|5532|589|9.6|wayne|missouri|MO
CN292250|29|225|Jun-11|16923|15417|1506|8.9|webster|missouri|MO
CN292270|29|227|Jun-11|1157|1083|74|6.4|worth|missouri|MO
CN292290|29|229|Jun-11|8298|7551|747|9.0|wright|missouri|MO
PS290350|29|510|Jun-11|148952|130028|18924|12.7|st louis city|missouri|MO
CN300010|30|001|Jun-11|5262|4957|305|5.8|beaverhead|montana|MT
CN300030|30|003|Jun-11|5507|4849|658|11.9|big horn|montana|MT
CN300050|30|005|Jun-11|2706|2520|186|6.9|blaine|montana|MT
CN300070|30|007|Jun-11|2367|2152|215|9.1|broadwater|montana|MT
CN300090|30|009|Jun-11|5358|5045|313|5.8|carbon|montana|MT
CN300110|30|011|Jun-11|723|697|26|3.6|carter|montana|MT
CN300130|30|013|Jun-11|41296|38709|2587|6.3|cascade|montana|MT
CN300150|30|015|Jun-11|2648|2515|133|5.0|chouteau|montana|MT
CN300170|30|017|Jun-11|6101|5794|307|5.0|custer|montana|MT
CN300190|30|019|Jun-11|796|761|35|4.4|daniels|montana|MT
CN300210|30|021|Jun-11|4340|4140|200|4.6|dawson|montana|MT
CN300230|30|023|Jun-11|4167|3815|352|8.4|deer lodge|montana|MT
CN300250|30|025|Jun-11|2004|1947|57|2.8|fallon|montana|MT
CN300270|30|027|Jun-11|6082|5729|353|5.8|fergus|montana|MT
PA300300|30|029|Jun-11|45701|41064|4637|10.1|flathead|montana|MT
CN300310|30|031|Jun-11|49772|46661|3111|6.3|gallatin|montana|MT
CN300330|30|033|Jun-11|627|600|27|4.3|garfield|montana|MT
CN300350|30|035|Jun-11|5926|5211|715|12.1|glacier|montana|MT
CN300370|30|037|Jun-11|527|503|24|4.6|golden valley|montana|MT
CN300390|30|039|Jun-11|1313|1182|131|10.0|granite|montana|MT
CN300410|30|041|Jun-11|8364|7817|547|6.5|hill|montana|MT
CN300430|30|043|Jun-11|5953|5628|325|5.5|jefferson|montana|MT
CN300450|30|045|Jun-11|1112|1047|65|5.8|judith basin|montana|MT
CN300470|30|047|Jun-11|11720|10581|1139|9.7|lake|montana|MT
CN300490|30|049|Jun-11|35042|33023|2019|5.8|lewis and clark|montana|MT
CN300510|30|051|Jun-11|776|730|46|5.9|liberty|montana|MT
CN300530|30|053|Jun-11|7942|6818|1124|14.2|lincoln|montana|MT
CN300550|30|055|Jun-11|1103|1069|34|3.1|mccone|montana|MT
CN300570|30|057|Jun-11|3962|3691|271|6.8|madison|montana|MT
CN300590|30|059|Jun-11|829|755|74|8.9|meagher|montana|MT
CN300610|30|061|Jun-11|2071|1860|211|10.2|mineral|montana|MT
PA300200|30|063|Jun-11|59323|55321|4002|6.7|missoula|montana|MT
CN300650|30|065|Jun-11|2318|2142|176|7.6|musselshell|montana|MT
CN300670|30|067|Jun-11|8965|8335|630|7.0|park|montana|MT
CN300690|30|069|Jun-11|249|233|16|6.4|petroleum|montana|MT
CN300710|30|071|Jun-11|2157|2004|153|7.1|phillips|montana|MT
CN300730|30|073|Jun-11|2589|2406|183|7.1|pondera|montana|MT
CN300750|30|075|Jun-11|944|894|50|5.3|powder river|montana|MT
CN300770|30|077|Jun-11|2903|2647|256|8.8|powell|montana|MT
CN300790|30|079|Jun-11|559|531|28|5.0|prairie|montana|MT
CN300810|30|081|Jun-11|18247|16596|1651|9.0|ravalli|montana|MT
CN300830|30|083|Jun-11|6235|6015|220|3.5|richland|montana|MT
CN300850|30|085|Jun-11|4329|3952|377|8.7|roosevelt|montana|MT
CN300870|30|087|Jun-11|4343|3985|358|8.2|rosebud|montana|MT
CN300890|30|089|Jun-11|4384|3778|606|13.8|sanders|montana|MT
CN300910|30|091|Jun-11|1928|1852|76|3.9|sheridan|montana|MT
CN300930|30|093|Jun-11|17815|16624|1191|6.7|silver bow|montana|MT
CN300950|30|095|Jun-11|4312|4055|257|6.0|stillwater|montana|MT
CN300970|30|097|Jun-11|2424|2339|85|3.5|sweet grass|montana|MT
CN300990|30|099|Jun-11|2993|2823|170|5.7|teton|montana|MT
CN301010|30|101|Jun-11|2505|2366|139|5.5|toole|montana|MT
CN301030|30|103|Jun-11|351|329|22|6.3|treasure|montana|MT
CN301050|30|105|Jun-11|3762|3565|197|5.2|valley|montana|MT
CN301070|30|107|Jun-11|1033|967|66|6.4|wheatland|montana|MT
CN301090|30|109|Jun-11|621|599|22|3.5|wibaux|montana|MT
CN301110|30|111|Jun-11|83004|78497|4507|5.4|yellowstone|montana|MT
CN310010|31|001|Jun-11|17287|16484|803|4.6|adams|nebraska|NE
CN310030|31|003|Jun-11|4004|3866|138|3.4|antelope|nebraska|NE
CN310050|31|005|Jun-11|267|254|13|4.9|arthur|nebraska|NE
CN310070|31|007|Jun-11|384|363|21|5.5|banner|nebraska|NE
CN310090|31|009|Jun-11|279|266|13|4.7|blaine|nebraska|NE
CN310110|31|011|Jun-11|3662|3536|126|3.4|boone|nebraska|NE
CN310130|31|013|Jun-11|5644|5366|278|4.9|box butte|nebraska|NE
CN310150|31|015|Jun-11|1213|1174|39|3.2|boyd|nebraska|NE
CN310170|31|017|Jun-11|1906|1835|71|3.7|brown|nebraska|NE
CN310190|31|019|Jun-11|28375|27317|1058|3.7|buffalo|nebraska|NE
CN310210|31|021|Jun-11|4063|3854|209|5.1|burt|nebraska|NE
CN310230|31|023|Jun-11|5119|4927|192|3.8|butler|nebraska|NE
CN310250|31|025|Jun-11|13522|12811|711|5.3|cass|nebraska|NE
CN310270|31|027|Jun-11|5185|5016|169|3.3|cedar|nebraska|NE
CN310290|31|029|Jun-11|2239|2169|70|3.1|chase|nebraska|NE
CN310310|31|031|Jun-11|3859|3741|118|3.1|cherry|nebraska|NE
CN310330|31|033|Jun-11|5148|4956|192|3.7|cheyenne|nebraska|NE
CN310350|31|035|Jun-11|3356|3205|151|4.5|clay|nebraska|NE
CN310370|31|037|Jun-11|6013|5756|257|4.3|colfax|nebraska|NE
CN310390|31|039|Jun-11|5410|5216|194|3.6|cuming|nebraska|NE
CN310410|31|041|Jun-11|6520|6297|223|3.4|custer|nebraska|NE
CN310430|31|043|Jun-11|11352|10564|788|6.9|dakota|nebraska|NE
CN310450|31|045|Jun-11|4875|4631|244|5.0|dawes|nebraska|NE
CN310470|31|047|Jun-11|12799|12139|660|5.2|dawson|nebraska|NE
CN310490|31|049|Jun-11|1108|1070|38|3.4|deuel|nebraska|NE
CN310510|31|051|Jun-11|3147|3003|144|4.6|dixon|nebraska|NE
CN310530|31|053|Jun-11|20164|19142|1022|5.1|dodge|nebraska|NE
CN310550|31|055|Jun-11|277700|262332|15368|5.5|douglas|nebraska|NE
CN310570|31|057|Jun-11|1165|1128|37|3.2|dundy|nebraska|NE
CN310590|31|059|Jun-11|3373|3252|121|3.6|fillmore|nebraska|NE
CN310610|31|061|Jun-11|1875|1799|76|4.1|franklin|nebraska|NE
CN310630|31|063|Jun-11|1695|1631|64|3.8|frontier|nebraska|NE
CN310650|31|065|Jun-11|2728|2621|107|3.9|furnas|nebraska|NE
CN310670|31|067|Jun-11|11976|11295|681|5.7|gage|nebraska|NE
CN310690|31|069|Jun-11|1146|1098|48|4.2|garden|nebraska|NE
CN310710|31|071|Jun-11|1182|1139|43|3.6|garfield|nebraska|NE
CN310730|31|073|Jun-11|1134|1080|54|4.8|gosper|nebraska|NE
CN310750|31|075|Jun-11|447|434|13|2.9|grant|nebraska|NE
CN310770|31|077|Jun-11|1453|1396|57|3.9|greeley|nebraska|NE
CN310790|31|079|Jun-11|33421|31914|1507|4.5|hall|nebraska|NE
CN310810|31|081|Jun-11|5693|5484|209|3.7|hamilton|nebraska|NE
CN310830|31|083|Jun-11|1929|1867|62|3.2|harlan|nebraska|NE
CN310850|31|085|Jun-11|565|541|24|4.2|hayes|nebraska|NE
CN310870|31|087|Jun-11|1499|1439|60|4.0|hitchcock|nebraska|NE
CN310890|31|089|Jun-11|6681|6467|214|3.2|holt|nebraska|NE
CN310910|31|091|Jun-11|546|532|14|2.6|hooker|nebraska|NE
CN310930|31|093|Jun-11|3574|3444|130|3.6|howard|nebraska|NE
CN310950|31|095|Jun-11|4631|4439|192|4.1|jefferson|nebraska|NE
CN310970|31|097|Jun-11|2852|2726|126|4.4|johnson|nebraska|NE
CN310990|31|099|Jun-11|3698|3559|139|3.8|kearney|nebraska|NE
CN311010|31|101|Jun-11|4880|4681|199|4.1|keith|nebraska|NE
CN311030|31|103|Jun-11|438|421|17|3.9|keya paha|nebraska|NE
CN311050|31|105|Jun-11|2075|1992|83|4.0|kimball|nebraska|NE
CN311070|31|107|Jun-11|5124|4944|180|3.5|knox|nebraska|NE
CN311090|31|109|Jun-11|162204|155033|7171|4.4|lancaster|nebraska|NE
CN311110|31|111|Jun-11|22241|21308|933|4.2|lincoln|nebraska|NE
CN311130|31|113|Jun-11|473|461|12|2.5|logan|nebraska|NE
CN311150|31|115|Jun-11|359|342|17|4.7|loup|nebraska|NE
CN311170|31|117|Jun-11|320|311|9|2.8|mcpherson|nebraska|NE
CN311190|31|119|Jun-11|19606|18721|885|4.5|madison|nebraska|NE
CN311210|31|121|Jun-11|4354|4163|191|4.4|merrick|nebraska|NE
CN311230|31|123|Jun-11|2939|2840|99|3.4|morrill|nebraska|NE
CN311250|31|125|Jun-11|2311|2218|93|4.0|nance|nebraska|NE
CN311270|31|127|Jun-11|3575|3337|238|6.7|nemaha|nebraska|NE
CN311290|31|129|Jun-11|2485|2391|94|3.8|nuckolls|nebraska|NE
CN311310|31|131|Jun-11|9200|8758|442|4.8|otoe|nebraska|NE
CN311330|31|133|Jun-11|1719|1655|64|3.7|pawnee|nebraska|NE
CN311350|31|135|Jun-11|1802|1750|52|2.9|perkins|nebraska|NE
CN311370|31|137|Jun-11|5354|5131|223|4.2|phelps|nebraska|NE
CN311390|31|139|Jun-11|3991|3847|144|3.6|pierce|nebraska|NE
CN311410|31|141|Jun-11|18781|17965|816|4.3|platte|nebraska|NE
CN311430|31|143|Jun-11|3152|3035|117|3.7|polk|nebraska|NE
CN311450|31|145|Jun-11|6223|5955|268|4.3|red willow|nebraska|NE
CN311470|31|147|Jun-11|4430|4132|298|6.7|richardson|nebraska|NE
CN311490|31|149|Jun-11|932|904|28|3.0|rock|nebraska|NE
CN311510|31|151|Jun-11|8564|8190|374|4.4|saline|nebraska|NE
PA310150|31|153|Jun-11|82106|78077|4029|4.9|sarpy|nebraska|NE
CN311550|31|155|Jun-11|11132|10577|555|5.0|saunders|nebraska|NE
CN311570|31|157|Jun-11|19786|18746|1040|5.3|scotts bluff|nebraska|NE
CN311590|31|159|Jun-11|8947|8568|379|4.2|seward|nebraska|NE
CN311610|31|161|Jun-11|3159|3034|125|4.0|sheridan|nebraska|NE
CN311630|31|163|Jun-11|2059|1985|74|3.6|sherman|nebraska|NE
CN311650|31|165|Jun-11|746|721|25|3.4|sioux|nebraska|NE
CN311670|31|167|Jun-11|3465|3324|141|4.1|stanton|nebraska|NE
CN311690|31|169|Jun-11|3050|2944|106|3.5|thayer|nebraska|NE
CN311710|31|171|Jun-11|401|382|19|4.7|thomas|nebraska|NE
CN311730|31|173|Jun-11|3363|2987|376|11.2|thurston|nebraska|NE
CN311750|31|175|Jun-11|2649|2559|90|3.4|valley|nebraska|NE
CN311770|31|177|Jun-11|11273|10738|535|4.7|washington|nebraska|NE
CN311790|31|179|Jun-11|5425|5178|247|4.6|wayne|nebraska|NE
CN311810|31|181|Jun-11|1891|1798|93|4.9|webster|nebraska|NE
CN311830|31|183|Jun-11|445|427|18|4.0|wheeler|nebraska|NE
CN311850|31|185|Jun-11|7330|6989|341|4.7|york|nebraska|NE
CN320010|32|001|Jun-11|13595|12061|1534|11.3|churchill|nevada|NV
CN320030|32|003|Jun-11|991963|849193|142770|14.4|clark|nevada|NV
CN320050|32|005|Jun-11|22665|19403|3262|14.4|douglas|nevada|NV
CN320070|32|007|Jun-11|30382|28078|2304|7.6|elko|nevada|NV
CN320090|32|009|Jun-11|571|534|37|6.5|esmeralda|nevada|NV
CN320110|32|011|Jun-11|1112|1045|67|6.0|eureka|nevada|NV
CN320130|32|013|Jun-11|10032|9254|778|7.8|humboldt|nevada|NV
CN320150|32|015|Jun-11|4582|4273|309|6.7|lander|nevada|NV
CN320170|32|017|Jun-11|1868|1603|265|14.2|lincoln|nevada|NV
CN320190|32|019|Jun-11|23498|19427|4071|17.3|lyon|nevada|NV
CN320210|32|021|Jun-11|2467|2113|354|14.3|mineral|nevada|NV
CN320230|32|023|Jun-11|18389|15284|3105|16.9|nye|nevada|NV
CN320270|32|027|Jun-11|2802|2463|339|12.1|pershing|nevada|NV
CN320290|32|029|Jun-11|2196|1921|275|12.5|storey|nevada|NV
PS320070|32|031|Jun-11|224766|194810|29956|13.3|washoe|nevada|NV
CN320330|32|033|Jun-11|6074|5564|510|8.4|white pine|nevada|NV
CN325100|32|510|Jun-11|29036|25290|3746|12.9|carson city|nevada|NV
CN330010|33|001|Jun-11|32977|31245|1732|5.3|belknap|new hampshire|NH
CN330030|33|003|Jun-11|26442|25084|1358|5.1|carroll|new hampshire|NH
PA330250|33|005|Jun-11|40704|38366|2338|5.7|cheshire|new hampshire|NH
CN330070|33|007|Jun-11|16109|14890|1219|7.6|coos|new hampshire|NH
PA330300|33|009|Jun-11|49168|46737|2431|4.9|grafton|new hampshire|NH
PS330050|33|011|Jun-11|229151|215958|13193|5.8|hillsborough|new hampshire|NH
PA330350|33|013|Jun-11|79904|75814|4090|5.1|merrimack|new hampshire|NH
PA330050|33|015|Jun-11|175981|165945|10036|5.7|rockingham|new hampshire|NH
PA330100|33|017|Jun-11|69625|65593|4032|5.8|strafford|new hampshire|NH
CN330190|33|019|Jun-11|22624|21464|1160|5.1|sullivan|new hampshire|NH
PS340020|34|001|Jun-11|137820|120394|17426|12.6|atlantic|new jersey|NJ
PS340050|34|003|Jun-11|479830|440289|39541|8.2|bergen|new jersey|NJ
PS340100|34|005|Jun-11|242155|220273|21882|9.0|burlington|new jersey|NJ
CN340070|34|007|Jun-11|269396|239788|29608|11.0|camden|new jersey|NJ
PS340210|34|009|Jun-11|65457|59273|6184|9.4|cape may|new jersey|NJ
PS340220|34|011|Jun-11|71020|61541|9479|13.3|cumberland|new jersey|NJ
CN340130|34|013|Jun-11|371653|329769|41884|11.3|essex|new jersey|NJ
PS340350|34|015|Jun-11|158769|142594|16175|10.2|gloucester|new jersey|NJ
CN340170|34|017|Jun-11|313865|279674|34191|10.9|hudson|new jersey|NJ
PA340700|34|019|Jun-11|71215|66249|4966|7.0|hunterdon|new jersey|NJ
CN340210|34|021|Jun-11|208374|191706|16668|8.0|mercer|new jersey|NJ
PS340420|34|023|Jun-11|442606|403094|39512|8.9|middlesex|new jersey|NJ
PS340430|34|025|Jun-11|332515|303929|28586|8.6|monmouth|new jersey|NJ
PS340450|34|027|Jun-11|273289|253283|20006|7.3|morris|new jersey|NJ
PS340550|34|029|Jun-11|268354|242413|25941|9.7|ocean|new jersey|NJ
CN340310|34|031|Jun-11|245833|218234|27599|11.2|passaic|new jersey|NJ
PA340750|34|033|Jun-11|31397|27963|3434|10.9|salem|new jersey|NJ
PS340700|34|035|Jun-11|182336|168628|13708|7.5|somerset|new jersey|NJ
PA340800|34|037|Jun-11|83558|75945|7613|9.1|sussex|new jersey|NJ
CN340390|34|039|Jun-11|276726|248815|27911|10.1|union|new jersey|NJ
PA340850|34|041|Jun-11|59503|54474|5029|8.5|warren|new jersey|NJ
CN350010|35|001|Jun-11|305365|280069|25296|8.3|bernalillo|new mexico|NM
CN350030|35|003|Jun-11|1588|1464|124|7.8|catron|new mexico|NM
PA350450|35|005|Jun-11|26878|24747|2131|7.9|chaves|new mexico|NM
CN350060|35|006|Jun-11|12158|11180|978|8.0|cibola|new mexico|NM
CN350070|35|007|Jun-11|7225|6691|534|7.4|colfax|new mexico|NM
CN350090|35|009|Jun-11|21083|19890|1193|5.7|curry|new mexico|NM
CN350110|35|011|Jun-11|830|784|46|5.5|de baca|new mexico|NM
PA350150|35|013|Jun-11|91625|83869|7756|8.5|dona ana|new mexico|NM
CN350150|35|015|Jun-11|29172|27664|1508|5.2|eddy|new mexico|NM
CN350170|35|017|Jun-11|11595|10630|965|8.3|grant|new mexico|NM
CN350190|35|019|Jun-11|1817|1615|202|11.1|guadalupe|new mexico|NM
CN350210|35|021|Jun-11|394|372|22|5.6|harding|new mexico|NM
CN350230|35|023|Jun-11|2749|2552|197|7.2|hidalgo|new mexico|NM
PA350300|35|025|Jun-11|29159|27433|1726|5.9|lea|new mexico|NM
CN350270|35|027|Jun-11|10954|10330|624|5.7|lincoln|new mexico|NM
CN350280|35|028|Jun-11|9918|9555|363|3.7|los alamos|new mexico|NM
CN350290|35|029|Jun-11|12727|10460|2267|17.8|luna|new mexico|NM
PA350350|35|031|Jun-11|26586|23806|2780|10.5|mckinley|new mexico|NM
CN350330|35|033|Jun-11|1989|1689|300|15.1|mora|new mexico|NM
CN350350|35|035|Jun-11|25718|23825|1893|7.4|otero|new mexico|NM
CN350370|35|037|Jun-11|3835|3478|357|9.3|quay|new mexico|NM
CN350390|35|039|Jun-11|18993|17300|1693|8.9|rio arriba|new mexico|NM
CN350410|35|041|Jun-11|8727|8174|553|6.3|roosevelt|new mexico|NM
CN350430|35|043|Jun-11|56450|50969|5481|9.7|sandoval|new mexico|NM
PA350200|35|045|Jun-11|56378|51477|4901|8.7|san juan|new mexico|NM
CN350470|35|047|Jun-11|12926|11787|1139|8.8|san miguel|new mexico|NM
PA350250|35|049|Jun-11|75321|70472|4849|6.4|santa fe|new mexico|NM
CN350510|35|051|Jun-11|6057|5662|395|6.5|sierra|new mexico|NM
CN350530|35|053|Jun-11|9115|8521|594|6.5|socorro|new mexico|NM
CN350550|35|055|Jun-11|16787|15109|1678|10.0|taos|new mexico|NM
CN350570|35|057|Jun-11|6564|5891|673|10.3|torrance|new mexico|NM
CN350590|35|059|Jun-11|1950|1839|111|5.7|union|new mexico|NM
PA350400|35|061|Jun-11|31081|28071|3010|9.7|valencia|new mexico|NM
CN360010|36|001|Jun-11|155778|144388|11390|7.3|albany|new york|NY
PA361720|36|003|Jun-11|23020|20921|2099|9.1|allegany|new york|NY
CN360050|36|005|Jun-11|541485|475982|65503|12.1|bronx|new york|NY
CN360070|36|007|Jun-11|94652|86605|8047|8.5|broome|new york|NY
PA361700|36|009|Jun-11|40229|36746|3483|8.7|cattaraugus|new york|NY
PA361750|36|011|Jun-11|41244|38157|3087|7.5|cayuga|new york|NY
PA361650|36|013|Jun-11|63400|58426|4974|7.8|chautauqua|new york|NY
PS360220|36|015|Jun-11|40881|37685|3196|7.8|chemung|new york|NY
CN360170|36|017|Jun-11|24947|22901|2046|8.2|chenango|new york|NY
PA361800|36|019|Jun-11|38276|34387|3889|10.2|clinton|new york|NY
PA361850|36|021|Jun-11|31049|28782|2267|7.3|columbia|new york|NY
CN360230|36|023|Jun-11|23771|21779|1992|8.4|cortland|new york|NY
CN360250|36|025|Jun-11|21966|20067|1899|8.6|delaware|new york|NY
CN360270|36|027|Jun-11|147077|135753|11324|7.7|dutchess|new york|NY
CN360290|36|029|Jun-11|465213|428414|36799|7.9|erie|new york|NY
CN360310|36|031|Jun-11|17920|16377|1543|8.6|essex|new york|NY
CN360330|36|033|Jun-11|22370|20380|1990|8.9|franklin|new york|NY
PA361900|36|035|Jun-11|27160|24525|2635|9.7|fulton|new york|NY
PA361950|36|037|Jun-11|33086|30781|2305|7.0|genesee|new york|NY
CN360390|36|039|Jun-11|23965|21930|2035|8.5|greene|new york|NY
CN360410|36|041|Jun-11|3264|3070|194|5.9|hamilton|new york|NY
PA362000|36|043|Jun-11|30865|28408|2457|8.0|herkimer|new york|NY
PS361600|36|045|Jun-11|50397|45917|4480|8.9|jefferson|new york|NY
CN360470|36|047|Jun-11|1113715|1006218|107497|9.7|kings|new york|NY
CN360490|36|049|Jun-11|12762|11632|1130|8.9|lewis|new york|NY
PA362100|36|051|Jun-11|32284|29899|2385|7.4|livingston|new york|NY
PA362150|36|053|Jun-11|36056|33252|2804|7.8|madison|new york|NY
CN360550|36|055|Jun-11|371075|342654|28421|7.7|monroe|new york|NY
PA362200|36|057|Jun-11|24063|21803|2260|9.4|montgomery|new york|NY
CN360590|36|059|Jun-11|695387|647949|47438|6.8|nassau|new york|NY
CN360610|36|061|Jun-11|917428|848998|68430|7.5|new york|new york|NY
CN360630|36|063|Jun-11|110647|101976|8671|7.8|niagara|new york|NY
CN360650|36|065|Jun-11|108231|99480|8751|8.1|oneida|new york|NY
