"country","age","sex","height","weight","hungry","fruit","vegetables","teeth","hands_eating","hands_toilet","hands_soap","sample_weight","bmi"
"aeh","14","Male",1.59,41,"Sometimes","<1","4","4+","Always","Most of the time","Always",3.7953,16.2177129069261
"aeh","13","Male",1.61,70,"Rarely","1","1","2","Always","Always","Always",3.7953,27.0051309748852
"aeh","14","Male",1.58,55,"Never","<1","0","2","Most of the time","Always",NA,3.7953,22.0317256849864
"aeh","12","Female",1.48,81,"Sometimes","<1","0","1","Rarely","Rarely","Rarely",5.1973,36.9795471146823
"aeh","13","Male",1.61,44,"Never","<1","1","<1","Always","Always","Always",3.7953,16.9746537556421
"aeh","13","Male",1.49,52,"Never","1","<1","<1","Always","Always","Always",3.7953,23.4223683617855
"aeh","12","Male",1.36,45,"Most of the time","1","5+","3","Always","Always","Always",3.7953,24.3295847750865
"aeh","13","Male",1.47,53,"Never","<1","5+","<1","Always","Always","Always",3.7953,24.526817529733
"aeh","14","Male",1.61,56,"Rarely","<1","<1","1","Never","Always","Always",3.7953,21.6041047799082
"aeh","12","Male",1.41,30,"Rarely","5+","<1","3","Always","Always","Always",3.7953,15.0897842160857
"aeh","13","Male",1.52,43,"Never","<1","<1","<1","Always","Always","Sometimes",3.7953,18.6114958448753
"aeh","12","Male",1.35,37,"Always","<1","0","4+",NA,"Always","Most of the time",3.7953,20.3017832647462
"aeh","11-","Male",1.52,84,"Always","<1","3","3","Sometimes",NA,"Most of the time",3.7953,36.3573407202216
"aeh","14","Male",1.62,74,"Sometimes","0","0","0",NA,"Never","Sometimes",3.7953,28.1969212010364
"aeh","13","Male",1.4,29,"Never","1","1","1","Always","Always","Always",4.8979,14.7959183673469
"aeh","13","Male",1.45,45,"Never","5+","<1","1","Rarely","Rarely","Rarely",4.8979,21.4030915576694
"aeh","13","Male",1.58,98,"Sometimes","<1","1","1","Rarely","Always","Always",4.8979,39.2565294023394
"aeh","14","Male",1.57,42,"Rarely","<1","<1","2","Always","Always","Always",4.8979,17.0392308004382
"aeh","13","Male",1.6,55,"Never","1","<1","1","Always","Always","Always",4.8979,21.484375
"aeh","15","Male",1.63,60,"Never","2","3","3","Always","Always","Always",4.8979,22.5827091723437
"aeh","14","Male",1.65,51,"Never","<1","<1","1","Always","Always","Always",4.8979,18.732782369146
"aeh","14","Male",1.66,76,"Always","0","<1","3","Always","Always","Always",4.8979,27.5802003193497
"aeh","14","Male",1.54,56,"Never","<1","<1","<1","Most of the time","Most of the time","Most of the time",4.8979,23.6127508854782
"aeh","16+","Male",NA,NA,"Most of the time","<1","1","2","Always","Always","Always",4.8979,NA
"aeh","14","Male",1.66,47,"Rarely","1","0","3","Most of the time","Rarely","Rarely",4.8979,17.0561765132820
"aeh","16+","Male",1.72,55,"Never","1","<1","4+","Most of the time","Most of the time","Most of the time",4.8979,18.5911303407247
"aeh","13","Male",1.65,78,"Never","2","2","<1","Always","Always","Always",4.8979,28.6501377410468
"aeh","13","Male",1.64,48,"Never","<1","1","1","Most of the time","Always","Most of the time",4.8979,17.8465199286139
"aeh","14","Male",1.69,49,"Never","1","1","<1","Most of the time","Sometimes","Rarely",4.8979,17.156262035643
"aeh","14","Male",1.5,50,"Sometimes","<1","2","<1","Always","Always","Most of the time",4.8979,22.2222222222222
"aeh","16+","Male",1.7,48,"Never","<1","<1","<1",NA,"Rarely","Rarely",4.8979,16.6089965397924
"aeh","13","Male",NA,NA,"Never","5+","5+","4+","Always","Always","Most of the time",4.8979,NA
"aeh","16+","Male",1.68,50,"Never","2","1","1","Always","Always","Always",4.8979,17.7154195011338
"aeh","13","Male",1.44,30,"Sometimes","3","1","2","Always","Always","Always",4.8979,14.4675925925926
"aeh","16+","Male",1.69,58,"Sometimes","1","<1","2","Always","Always","Most of the time",4.8979,20.307412205455
"aeh","14","Male",1.68,53,"Sometimes","<1","0","0","Always","Always","Never",4.8979,18.7783446712018
"aeh","16+","Male",1.5,42,"Always","<1","<1","1","Always","Always","Most of the time",4.8979,18.6666666666667
"aeh","14","Male",1.47,49,"Never","1","1","3","Always","Always","Always",4.8979,22.6757369614512
"aeh","15","Male",1.68,64,"Rarely","<1","<1","1","Always","Always","Always",4.8979,22.6757369614512
"aeh","14","Male",1.64,77,"Never","<1","<1","4+","Always","Always","Always",4.7095,28.6287923854848
"aeh","14","Male",1.47,63,"Sometimes","<1","1","2","Sometimes","Rarely","Sometimes",4.7095,29.1545189504373
"aeh","15","Male",1.7,53,"Most of the time","0","1","1","Always","Always","Always",4.7095,18.3391003460208
"aeh","14","Male",1.6,52,"Always","<1","<1","1","Always","Always","Always",4.7095,20.3125
"aeh","14","Male",1.61,66,"Never","<1","<1","4+","Always","Always","Most of the time",4.7095,25.4619806334632
"aeh","15","Female",1.64,80,"Always","<1","<1","3","Always","Most of the time","Always",5.0352,29.7441998810232
"aeh","14","Male",1.59,69,"Never","2","2","2","Always","Always","Always",4.7095,27.2932241604367
"aeh","13","Male",1.68,53,"Never","<1","5+","0","Always","Always","Always",4.7095,18.7783446712018
"aeh","15","Male",1.58,70,"Never","<1","<1","1","Always","Always","Always",4.7095,28.0403781445281
"aeh","14","Male",1.56,39,"Always","<1","1","0","Always","Always","Always",4.7095,16.0256410256410
"aeh","14","Male",1.49,41,"Never","<1","<1","1","Always","Always","Always",4.7095,18.4676365929463
"aeh","13","Male",1.68,74,"Most of the time","5+","<1","1","Sometimes","Always","Always",4.7095,26.218820861678
"aeh","13","Male",1.67,65,"Rarely","<1","<1","2","Always","Always","Always",4.7095,23.3066800530675
"aeh","14","Male",1.61,76,"Sometimes","<1","2","2","Rarely","Rarely","Rarely",4.7095,29.3198564870182
"aeh","14","Male",1.7,69,"Most of the time","2","2","<1","Always","Always","Most of the time",4.7095,23.8754325259516
"aeh","14","Male",1.58,44,"Never","5+","<1","2","Most of the time","Always","Most of the time",4.7095,17.6253805479891
"aeh","14","Male",NA,NA,"Never","5+","5+","4+","Always","Always","Always",4.7095,NA
"aeh","15","Male",1.46,55,"Rarely","2","2","2","Always","Always","Always",4.7095,25.8022142991180
"aeh","14","Male",1.67,57,"Sometimes",NA,"0","1","Rarely","Rarely","Rarely",4.7095,20.4381655849977
"aeh","13","Male",1.48,39,"Always","<1","<1","2","Always","Always","Always",4.7095,17.8049671292915
"aeh","14","Male",1.52,78,"Never","1","1","1","Always","Always","Always",4.7095,33.7603878116344
"aeh","16+","Male",1.64,64,"Sometimes","5+","0","<1","Sometimes",NA,"Always",4.7095,23.7953599048186
"aeh","13","Male",1.46,41,"Always","5+","0","2","Always","Always","Always",4.7095,19.2343779320698
"aeh","16+","Male",1.66,53,"Sometimes","<1","<1","2","Always","Always","Always",4.7095,19.2335607490202
"aeh","16+","Male",1.63,57,"Most of the time","<1","<1","2","Always","Always","Always",4.7095,21.4535737137265
"aeh","14","Male",1.55,49,NA,"1","0","2","Never","Sometimes","Rarely",4.7095,20.3954214360042
"aeh","16+","Female",1.58,46,"Rarely","<1","<1","2","Sometimes","Always","Sometimes",6.9003,18.4265342092613
"aeh","13","Female",1.56,56,"Never","<1","<1","2","Always","Always","Always",6.9003,23.0111768573307
"aeh","14","Female",1.57,61,"Never","<1","0","3","Always","Always","Always",6.9003,24.7474542577792
"aeh","15","Female",1.61,64,NA,"<1","1","2","Always","Never","Always",6.9003,24.6904054627522
"aeh","14","Female",1.61,53,"Never","0","<1","2","Most of the time","Always","Always",6.9003,20.4467420238417
"aeh","16+","Female",1.64,54,"Rarely","<1","<1","2","Sometimes","Always","Always",6.9003,20.0773349196907
"aeh","14","Female",1.58,50,"Rarely","<1","<1","3","Most of the time","Always","Always",4.8401,20.0288415318058
"aeh","14","Female",NA,NA,"Never","<1","0","2","Sometimes","Always","Always",6.9003,NA
"aeh","15","Female",1.56,37,"Sometimes","<1","<1","2","Always","Always","Always",6.9003,15.2038132807364
"aeh","14","Female",1.46,43,"Never","3","<1","2","Always","Always","Always",6.9003,20.1726402702196
"aeh","14","Female",1.68,45,"Never","1","<1","3","Always","Always","Always",6.9003,15.9438775510204
"aeh","14","Female",1.7,49,"Never","1","<1","3","Always","Always","Always",6.9003,16.9550173010381
"aeh","16+","Female",1.43,40,"Most of the time","1","0","4+","Always","Always","Most of the time",6.9003,19.5608587216979
"aeh","16+","Female",1.36,35,"Rarely","1","0","2","Always","Always","Always",6.9003,18.9230103806228
"aeh","16+","Female",1.57,42,"Rarely","<1","<1","2","Always","Always","Always",6.9003,17.0392308004382
"aeh","14","Female",1.6,42,"Never","<1","<1","2","Always","Always","Always",6.9003,16.40625
"aeh","15","Female",1.58,50,"Never","<1","1","2","Always","Always","Always",6.9003,20.0288415318058
"aeh","14","Female",1.53,43,"Never","2","1","3","Always","Always","Always",6.9003,18.3690033747704
"aeh","15","Female",1.52,49,"Never","<1","0","3","Always","Always","Always",6.9003,21.2084487534626
"aeh","14","Female",1.56,74,"Rarely","<1","2","1","Always","Always","Always",6.9003,30.4076265614727
"aeh","14","Female",1.55,45,"Sometimes","<1","<1","1","Always","Always","Always",6.9003,18.7304890738814
"aeh","13","Female",1.5,56,"Never","5+","1","2","Always","Always","Always",6.9003,24.8888888888889
"aeh","16+","Female",1.56,55,"Never","<1","5+","3","Always","Always","Always",6.9003,22.6002629848784
"aeh","14","Male",1.61,48,"Rarely","3","<1",NA,NA,"Always",NA,4.1115,18.5178040970642
"aeh","14","Male",1.53,40,"Always","<1","<1","1","Always","Never","Always",4.1115,17.0874449997864
"aeh","15","Male",1.63,58,"Never","<1","<1","1","Always","Always","Always",4.1115,21.8299521999323
"aeh","13","Male",1.65,94,"Most of the time","0","1","<1","Rarely","Always","Always",4.1115,34.5270890725436
"aeh","12","Male",1.52,37,"Most of the time","3","3","<1","Rarely","Always","Always",4.1115,16.0145429362881
"aeh","12","Male",1.48,55,"Never","1","2","3","Always","Always","Always",4.1115,25.1095690284880
"aeh","13","Male",1.5,42,"Sometimes","1","1","4+","Always","Always","Always",4.1115,18.6666666666667
"aeh","12","Male",1.52,48,"Never","<1","<1","3",NA,"Always","Always",4.1115,20.7756232686981
"aeh","16+","Male",1.69,139,"Most of the time","3","<1","3","Always","Always","Always",4.1115,48.6677637337628
"aeh","12","Male",1.47,54,"Rarely","<1","<1","0","Sometimes","Always","Always",4.1115,24.9895876718034
"aeh","13","Male",1.59,66,"Sometimes","<1","5+","<1","Always","Always","Rarely",4.1115,26.1065622404177
"aeh","13","Male",1.48,38,"Most of the time","5+","5+","3",NA,"Always","Always",4.1115,17.3484295105917
"aeh","13","Male",1.48,46,"Sometimes","2","1","<1","Most of the time","Always","Always",4.1115,21.0007304601899
"aeh","13","Male",1.56,45,"Most of the time","<1","<1","4+","Always","Always","Most of the time",4.1115,18.4911242603550
"aeh",NA,"Male",NA,NA,"Never","<1","<1","1","Always","Always","Always",4.1115,NA
"aeh","15","Male",1.6,57,"Rarely","5+","0","4+","Always","Always","Always",4.1115,22.265625
"aeh","14","Male",1.63,83,"Rarely","<1","<1","1","Always","Always","Most of the time",4.1115,31.2394143550755
"aeh","12","Male",1.68,55,"Rarely","<1","<1","2","Sometimes","Always","Always",4.1115,19.4869614512472
"aeh","13","Male",NA,NA,"Most of the time","1","3","3","Always","Always","Always",4.1115,NA
"aeh","13","Male",1.33,37,"Never","0","0","3","Always","Always","Always",4.1115,20.9169540392334
"aeh","13","Male",1.63,51,"Sometimes","<1","<1","4+","Always","Always","Always",4.1115,19.1953027964922
"aeh","12","Male",1.61,43,"Never","0","1","4+","Always","Always","Always",4.1115,16.5888661702866
"aeh","15","Male",1.62,56,"Sometimes","<1","5+","4+","Always","Rarely","Rarely",4.1115,21.3382106386222
"aeh","14","Male",1.64,58,"Never","<1","<1","4+","Always","Always","Always",4.1115,21.5645449137418
"aeh","15","Male",1.75,107,"Always","<1","1","2","Always","Always","Always",6.0105,34.9387755102041
"aeh","13","Male",1.75,50,"Rarely","1","1","0","Always","Always","Always",6.0105,16.3265306122449
"aeh","15","Male",1.7,64,"Always","2",NA,NA,NA,NA,NA,6.0105,22.1453287197232
"aeh","16+","Male",1.62,70,"Never","5+","5+","4+","Always","Always","Always",6.0105,26.6727632982777
"aeh","15","Male",1.65,85,"Never","1","1","<1","Rarely","Rarely","Always",6.0105,31.2213039485767
"aeh","14","Male",1.71,48,"Most of the time","5+","5+","3","Always","Always","Always",6.0105,16.4153072740330
"aeh","16+","Male",1.73,73,"Never","<1","<1","<1","Sometimes","Always","Always",6.0105,24.3910588392529
"aeh","15","Male",1.76,78,"Never","1","2","3","Sometimes","Always","Always",6.0105,25.1807851239669
"aeh","15","Male",NA,NA,"Never","0","4","2","Most of the time","Always","Always",6.0105,NA
"aeh","16+","Male",1.8,105,"Never","<1","<1","0","Always","Always","Always",6.0105,32.4074074074074
"aeh","16+","Male",1.67,44,"Never","2","1","2","Always","Always","Always",6.0105,15.7768295743842
"aeh","15","Male",1.7,67,"Never","3","4","2","Always","Always","Always",6.0105,23.1833910034602
"aeh","15","Male",1.71,54,"Rarely","<1","<1","4+","Always","Always","Always",6.0105,18.4672206832872
"aeh","15","Male",1.52,34,"Never","<1","1","1","Always","Always","Always",6.0105,14.7160664819945
"aeh","15","Male",1.72,58,"Rarely","<1","1","2","Always","Always","Sometimes",6.0105,19.6051919956733
"aeh","15","Male",1.82,85,"Most of the time",NA,"0","4+","Always","Always","Always",6.0105,25.6611520347784
"aeh","15","Male",1.61,43,"Rarely","5+","5+","2","Always","Always","Always",6.0105,16.5888661702866
"aeh","16+","Male",1.87,124,"Never","0","<1","<1","Most of the time","Always","Always",6.0105,35.4599788383997
"aeh","15","Male",1.67,83,"Never","1","5+","2","Always","Always","Always",6.0105,29.7608376062247
"aeh","16+","Male",1.74,78,"Rarely","2","1","0",NA,NA,"Rarely",6.0105,25.7629805786762
"aeh","15","Male",1.67,47,"Never","1","4","2","Never","Most of the time","Always",6.0105,16.8525224999104
"aeh","15","Male",1.64,49,"Most of the time","<1","1","2","Always","Always","Always",6.0105,18.2183224271267
"aeh","15","Male",1.66,67,"Rarely","0","<1","1","Always","Always","Always",6.0105,24.3141239657425
"aeh","15","Male",1.75,77,"Never","<1","1","1","Always","Always","Most of the time",6.0105,25.1428571428571
"aeh","15","Female",1.6,61,"Never","0","<1","4+","Always","Always","Always",5.0853,23.828125
"aeh","16+","Female",NA,NA,NA,"5+","4","4+","Most of the time","Always","Always",5.0853,NA
"aeh","16+","Female",1.51,39,"Never","<1","<1","4+","Always","Always","Always",5.0853,17.1045129599579
"aeh","14","Female",1.49,60,"Never","<1","<1","1","Always","Always","Always",5.0853,27.0258096482140
"aeh","14","Female",1.51,39,"Never","<1","<1","2","Always","Always","Always",5.0853,17.1045129599579
"aeh","15","Female",1.56,53,"Rarely","<1","<1","2","Always","Always","Most of the time",5.0853,21.7784352399737
"aeh","13","Female",1.56,40,"Never","1","2","3","Always","Always","Always",5.0853,16.4365548980934
"aeh","13","Female",1.56,50,"Never","5+","5+","2","Sometimes","Always","Most of the time",5.0853,20.5456936226167
"aeh","14","Female",1.52,54,"Sometimes","<1","<1","1","Always","Most of the time","Most of the time",5.0853,23.3725761772853
"aeh","14","Female",1.47,36,"Never","5+","1","3","Always","Most of the time","Always",5.0853,16.6597251145356
"aeh","14","Female",1.55,56,"Sometimes","<1","5+","<1","Always","Always","Sometimes",5.0853,23.3090530697190
"aeh","14","Female",1.59,57,"Rarely","<1","2","<1","Sometimes","Sometimes","Always",5.0853,22.5465764803607
"aeh","14","Female",1.51,62,"Sometimes","<1","<1","1","Always","Always","Always",5.0853,27.1917898337792
"aeh","13","Female",1.5,48,"Sometimes","<1","<1","2","Always","Always","Most of the time",5.0853,21.3333333333333
"aeh","13","Female",1.63,65,"Never","<1","<1","2","Most of the time","Always","Always",5.0853,24.4646016033724
"aeh","14","Female",1.55,110,"Never","<1","<1","1","Most of the time","Always","Always",5.4508,45.7856399583767
"aeh","14","Female",1.54,46,"Sometimes","<1","<1","1","Always","Always","Always",5.0853,19.3961882273571
"aeh","13","Female",1.57,57,"Sometimes","2","<1","2","Sometimes","Always","Always",5.0853,23.1246703720232
"aeh","13","Female",1.46,57,"Never","1","<1","2","Always","Always","Always",5.0853,26.7404766372678
"aeh","15","Female",1.48,30,"Sometimes","<1","<1","2","Always","Always","Always",5.0853,13.6961285609934
"aeh","14","Female",1.44,43,"Never","1","2","2","Always","Always","Always",5.0853,20.7368827160494
"aeh","14","Female",1.53,51,"Most of the time","1","<1","1","Always","Always","Always",5.0853,21.7864923747277
"aeh","14","Female",1.57,75,"Never","<1","<1","2","Always","Always","Always",5.0853,30.4271978579253
"aeh","14","Male",1.66,65,"Sometimes","1","1","1","Most of the time","Always","Always",4.7563,23.5883292204964
"aeh","14","Female",1.5,40,"Never","<1","<1","2","Rarely","Always","Always",5.0853,17.7777777777778
"aeh","13","Female",1.55,47,"Never","<1","5+","1",NA,"Always","Always",5.0853,19.5629552549428
"aeh","14","Female",1.56,40,"Rarely","<1","1","1","Sometimes","Sometimes","Most of the time",5.0853,16.4365548980934
"aeh","13","Female",1.57,50,"Never","<1","<1","2","Most of the time","Always","Always",5.0853,20.2847985719502
"aeh","13","Male",1.51,41,"Sometimes","<1","<1","3","Always","Always","Always",5.4799,17.9816674707250
"aeh","11-",NA,NA,NA,"Never","1","1","2","Most of the time","Always","Most of the time",5.4799,NA
"aeh","15","Male",1.74,71,"Always","5+","<1","3","Most of the time","Always","Always",5.4799,23.4509182190514
"aeh","14","Male",1.63,54,"Sometimes","<1","5+","3",NA,"Always","Always",5.4799,20.3244382551093
"aeh","13","Male",1.52,41,"Rarely","<1","<1","3","Always","Always","Always",5.4799,17.7458448753463
"aeh","14","Male",1.5,42,"Sometimes","5+","<1","4+",NA,"Always","Always",5.4799,18.6666666666667
"aeh","14","Male",1.54,38,"Never","2","<1","3","Always","Always","Sometimes",5.4799,16.0229381008602
"aeh","15","Male",1.63,47,"Never","<1","1","<1","Always","Always","Always",5.4799,17.6897888516692
"aeh","15","Male",1.69,70,"Rarely","5+","<1","1","Rarely","Always","Most of the time",5.4799,24.5089457652043
"aeh","14","Male",1.49,35,"Most of the time","<1",NA,"3","Always","Always","Always",5.4799,15.7650556281249
"aeh","16+","Male",1.81,71,"Most of the time","0",NA,"2","Sometimes","Always","Always",5.4799,21.6721101309484
"aeh","14","Male",1.7,71,"Never","3","<1","4+","Always","Always","Always",5.4799,24.5674740484429
"aeh","14","Male",1.53,41,NA,"<1","<1","2","Most of the time","Sometimes","Sometimes",5.4799,17.5146311247811
"aeh","14","Male",1.55,65,"Never","<1","0","2","Always","Always","Always",5.4799,27.0551508844953
"aeh","15","Male",1.57,42,"Rarely","<1","<1","1","Always","Always","Always",5.4799,17.0392308004382
"aeh","14","Male",1.57,42,"Rarely","<1","2","1","Always","Always","Always",5.4799,17.0392308004382
"aeh","14","Male",1.69,50,"Rarely","2","<1","4+","Always","Rarely","Always",5.4799,17.5063898322888
"aeh","14","Male",1.51,40,"Never","<1","<1","<1","Always","Always","Always",5.4799,17.5430902153414
"aeh","14","Male",1.55,46,"Rarely","<1",NA,"0","Always","Always","Always",5.4799,19.1467221644121
"aeh","14","Male",1.71,50,"Sometimes","0","<1","1","Always","Always","Most of the time",5.4799,17.0992784104511
"aeh","14","Male",1.45,54,"Sometimes","0","<1","3","Always","Rarely","Always",5.4799,25.6837098692033
"aeh","14","Male",1.74,68,"Sometimes","0","3","2","Most of the time","Always","Rarely",5.4799,22.4600343506408
"aeh","13","Male",1.65,61,"Rarely","0","0","0","Always","Rarely","Always",5.4799,22.4058769513315
"aeh","14","Male",1.68,72,"Never","<1","5+","1","Rarely","Always","Always",5.4799,25.5102040816327
"aeh","15","Female",1.62,62,"Never","0","1","2","Always","Always","Always",6.9761,23.6244474927602
"aeh","14","Male",1.61,54,"Never","3","3","4+","Always","Always","Always",6.4037,20.8325296091972
"aeh","15","Female",1.52,42,"Never","<1","<1","0","Never","Rarely","Rarely",6.9761,18.1786703601108
"aeh","15","Female",1.51,51,"Never","1","<1","2","Always","Always","Always",6.9761,22.3674400245603
"aeh","14","Female",1.59,61,"Sometimes","<1","<1","0","Always","Always","Always",6.9761,24.1287923737194
"aeh","15","Female",1.53,59,"Sometimes","0","0","3","Always","Always","Always",6.9761,25.2039813746850
"aeh","15","Male",1.5,65,"Sometimes","<1","<1","2","Most of the time","Always","Always",5.4357,28.8888888888889
"aeh","15","Female",1.56,51,"Never","1","1","2","Always","Always","Always",6.9761,20.9566074950690
"aeh","15","Female",NA,NA,"Never","<1","1","3","Always","Always","Always",6.9761,NA
"aeh","16+","Female",1.58,53,"Never","<1","<1","2","Sometimes","Always","Always",6.9761,21.2305720237141
"aeh","14","Female",1.55,51,"Never","1","1","2","Always","Always","Always",6.9761,21.2278876170656
"aeh","14","Female",1.5,46,"Sometimes","<1","<1","3","Most of the time","Always","Always",6.9761,20.4444444444444
"aeh","14","Female",1.57,46,"Never","<1","<1","3","Always","Always","Always",6.9761,18.6620146861942
"aeh","16+","Female",1.52,52,"Never","<1","1","3","Sometimes","Always","Always",6.9761,22.5069252077562
"aeh","13","Female",1.51,56,"Never","<1","1","2","Always","Always","Always",6.9761,24.560326301478
"aeh","16+","Female",1.61,82,"Never","<1","<1","4+","Always","Always","Always",6.9761,31.6345819991513
"aeh","14","Female",1.51,38,"Never","<1","<1","4+","Always","Always","Always",6.9761,16.6659357045744
"aeh","15","Female",1.53,65,"Never","<1","<1","4+","Always","Always","Always",6.9761,27.7670981246529
"aeh","16+","Female",1.53,40,"Never","5+","5+","2","Always","Always","Always",6.9761,17.0874449997864
"aeh","15","Female",1.55,47,"Sometimes","<1","1","3","Always","Always","Always",6.9761,19.5629552549428
"aeh","15","Female",1.47,52,"Most of the time","<1","<1","1","Sometimes","Most of the time","Always",6.9761,24.0640473876626
"aeh","13","Male",1.44,28,"Sometimes","<1","1","1","Always","Sometimes","Always",4.0989,13.5030864197531
"aeh","16+","Male",1.67,48,"Never","5+","3","3","Always","Most of the time","Most of the time",4.0989,17.2110868084191
"aeh","12","Male",1.55,45,"Never","<1","1","<1","Always","Always","Always",4.0989,18.7304890738814
"aeh","15","Male",1.67,70,"Never","<1","<1","4+","Always","Always","Always",4.0989,25.0995015956112
"aeh","14","Male",1.51,38,"Sometimes","<1",NA,"4+","Always","Always","Always",4.0989,16.6659357045744
"aeh","16+","Male",1.73,129,"Always","2","0","4+","Always","Always","Always",4.0989,43.1020080858031
"aeh","15","Male",1.77,60,"Sometimes","0","<1","3","Rarely","Rarely","Rarely",4.0989,19.1515847936417
"aeh","13","Male",1.75,107,"Never","5+","4","4+","Always","Always","Always",4.0989,34.9387755102041
"aeh","12","Male",1.62,48,"Always","0","1","3","Sometimes",NA,"Sometimes",4.0989,18.2898948331047
"aeh","12","Male",1.47,40,"Sometimes","0","<1","0","Always","Always","Always",4.0989,18.5108056828173
"aeh","15","Male",1.55,43,"Sometimes","2","2","4+","Always","Always","Always",4.0989,17.8980228928200
"aeh","16+","Male",1.72,92,"Sometimes","<1","2",NA,"Sometimes","Always","Always",4.0989,31.0978907517577
"aeh","14","Male",1.51,60,"Always","2","1","4+","Always","Always","Always",4.0989,26.3146353230121
"aeh","13","Male",1.62,108,"Never","1","0","2","Always","Always","Always",4.0989,41.1522633744856
"aeh","13","Male",1.57,45,"Never","<1","<1","2","Always","Always","Always",4.0989,18.2563187147552
"aeh","13","Male",1.56,78,"Never","<1","1","2","Always","Always","Always",4.0989,32.0512820512821
"aeh","14","Male",1.65,59,"Sometimes","0","1","1","Rarely","Always","Always",4.0989,21.6712580348944
"aeh","14","Male",1.57,47,"Never","3","<1","1","Sometimes","Most of the time","Sometimes",4.0989,19.0677106576332
"aeh","15","Male",1.62,48,"Never","3","0","<1",NA,"Never","Sometimes",4.0989,18.2898948331047
"aeh","14","Male",1.52,60,"Always","3","<1","1","Rarely","Never","Never",4.8979,25.9695290858726
"aeh","13","Male",1.62,72,"Rarely","<1","1","3","Always","Always","Always",4.0989,27.4348422496571
"aeh","16+","Male",1.57,48,"Most of the time","4","1","<1","Rarely","Sometimes","Always",4.0989,19.4734066290722
"aeh","14","Male",1.67,56,"Rarely","<1","<1","2","Always","Always","Always",4.0989,20.0796012764889
"aeh","12","Male",1.51,54,"Sometimes","<1","1","1","Always","Always","Always",4.0989,23.6831717907109
"aeh","13","Male",1.63,44,"Never","2","2","2","Always","Always","Always",4.0989,16.5606533930521
"aeh","13","Female",1.58,54,"Never","<1","<1","<1","Always","Always","Always",5.6301,21.6311488543503
"aeh","14","Female",1.6,45,"Never","5+","1","4+","Always",NA,"Always",5.6301,17.578125
"aeh","14","Female",1.54,56,"Never","<1","<1","3","Always","Always","Always",5.6301,23.6127508854782
"aeh","13","Female",1.48,40,"Never","<1","<1","<1","Always","Always","Always",5.6301,18.2615047479912
"aeh","15","Female",1.52,42,"Rarely","0","0","3","Always","Always","Always",5.6301,18.1786703601108
"aeh","14","Female",1.42,54,"Never","<1","<1","2","Most of the time","Always","Always",5.6301,26.780400714144
"aeh","14","Female",1.5,62,"Never","2","3","2","Always","Always","Always",5.6301,27.5555555555556
"aeh","14","Female",1.6,54,"Sometimes","5+","0","2","Always","Always","Always",5.6301,21.09375
"aeh","13","Female",1.56,44,"Always","<1","0","2","Always","Always","Always",5.6301,18.0802103879027
"aeh","13","Female",1.5,42,"Never","<1","<1","3","Always","Always",NA,5.6301,18.6666666666667
"aeh","15","Female",1.63,59,"Never","<1","<1","3","Always","Always","Sometimes",5.6301,22.206330686138
"aeh","12","Female",1.44,39,"Sometimes","<1","0","<1","Sometimes","Sometimes","Sometimes",5.6301,18.8078703703704
"aeh","12","Female",1.56,57,"Never","1","1","4+","Always","Always","Always",5.6301,23.4220907297830
"aeh","13","Female",1.53,56,"Never","0","0","2","Always","Always","Always",5.6301,23.9224229997010
"aeh","13","Female",1.54,54,"Never","1","1","1","Always","Always","Most of the time",5.6301,22.7694383538539
"aeh","13","Female",1.75,44,"Rarely","<1","<1","4+","Always","Always","Always",5.6301,14.3673469387755
"aeh","14",NA,NA,NA,"Sometimes","5+","1","<1","Always","Always","Always",5.2659,NA
"aeh","15","Female",1.63,53,"Sometimes","1","1","3","Always","Always","Never",6.0349,19.9480597689036
"aeh","14","Female",1.68,61,"Never","3","2","2","Rarely","Always","Sometimes",5.6301,21.6128117913832
"aeh","13","Female",1.47,48,"Never","<1","<1","1","Always","Always","Always",5.6301,22.2129668193808
"aeh","13","Female",1.59,55,"Never","5+","5+","3","Always","Always","Always",5.6301,21.7554685336814
"aeh","13","Female",1.54,59,"Never","<1","1","2","Always","Always","Always",5.6301,24.8777196829145
"aeh","14","Female",1.54,43,"Rarely","<1","<1","<1","Rarely","Always","Always",5.6301,18.1312194299207
"aeh","15","Female",1.5,62,"Never","2","<1","3","Always","Always","Always",5.6301,27.5555555555556
"aeh","14","Female",1.63,37,"Never","<1","<1","2","Always","Always","Always",5.6301,13.9260039896120
"aeh","13","Female",1.6,52,"Never","<1",NA,"2","Always","Most of the time","Always",5.6301,20.3125
"aeh","13","Female",1.58,54,"Never","<1","<1","2","Always","Always","Always",5.6301,21.6311488543503
"aeh","13","Female",1.47,56,"Never","1","<1","1","Always","Always","Always",5.6301,25.9151279559443
"aeh","12","Male",NA,NA,"Never","2","1","3","Always","Always","Always",3.7953,NA
"aeh","12","Male",1.42,37,"Never","1","1","3","Always","Always","Always",3.7953,18.3495338226542
"aeh","14","Male",1.5,41,"Never","0","0",NA,"Always","Always","Never",3.7953,18.2222222222222
"aeh","13","Male",1.56,42,"Sometimes","<1","<1","<1","Always","Always","Always",3.7953,17.2583826429980
"aeh","13","Male",1.52,65,"Sometimes","<1","0","<1","Always","Always","Always",3.7953,28.1336565096953
"aeh","13","Male",1.47,72,"Never","<1","<1","1","Always","Always","Always",3.7953,33.3194502290712
