"country","age","sex","height","weight","hungry","fruit","vegetables","teeth","hands_eating","hands_toilet","hands_soap","sample_weight","bmi"
"pih","13","Male",1.5,37,"Sometimes","1","1","2","Sometimes","Always","Always",399.3372,16.4444444444444
"pih","13","Male",1.51,40,"Rarely","1","<1","1","Most of the time","Most of the time","Always",399.3372,17.5430902153414
"pih","14","Female",1.48,50,"Sometimes","3","3","4+","Most of the time","Always","Most of the time",399.3372,22.8268809349890
"pih","12","Female",1.47,39,"Never","<1","1","2","Most of the time","Most of the time","Always",399.3372,18.0480355407469
"pih","13","Female",1.46,38,"Sometimes","2","1","4+","Most of the time","Always","Always",399.3372,17.8269844248452
"pih","13","Female",1.44,45,"Never","<1","<1","2","Sometimes","Sometimes","Most of the time",399.3372,21.7013888888889
"pih","12","Male",NA,NA,"Sometimes","<1","2","1","Most of the time","Always","Most of the time",399.3372,NA
"pih","13","Male",1.55,48,"Rarely","3","2","2","Most of the time","Always","Most of the time",399.3372,19.9791883454735
"pih","13","Female",1.49,49,"Never","1","2","2","Always","Always","Always",399.3372,22.0710778793748
"pih","13","Male",1.41,38,"Never","1","1","2","Most of the time","Always","Always",399.3372,19.1137266737086
"pih","13","Female",NA,NA,"Sometimes","3","2","2","Sometimes","Sometimes","Most of the time",399.3372,NA
"pih","13","Male",NA,NA,"Rarely","2","1","2","Always","Always","Always",399.3372,NA
"pih","13","Female",1.49,44,"Sometimes","1","1","<1","Always","Always","Always",399.3372,19.8189270753570
"pih","13","Female",1.44,47,"Rarely","<1","1","2","Always","Always","Always",399.3372,22.6658950617284
"pih","13","Female",1.57,43,"Never","2","1","3","Sometimes","Always","Sometimes",399.3372,17.4449267718772
"pih","14","Male",1.59,51,"Always","2","2","2","Sometimes","Always","Sometimes",399.3372,20.1732526403228
"pih","13","Female",1.39,30,"Never","2","2","3","Most of the time","Always","Most of the time",399.3372,15.5271466280213
"pih","13","Male",1.44,34,"Sometimes","2","1","1","Always","Always","Most of the time",399.3372,16.3966049382716
"pih","13","Male",NA,NA,"Sometimes","1","3","<1","Most of the time","Sometimes","Sometimes",399.3372,NA
"pih","13","Female",1.52,43,"Never","3","0","2","Most of the time","Most of the time","Sometimes",399.3372,18.6114958448753
"pih","13","Female",1.48,38,"Never","2","1","1","Most of the time","Most of the time","Most of the time",399.3372,17.3484295105917
"pih","12","Male",NA,NA,"Rarely","2","3","3","Sometimes","Always","Always",399.3372,NA
"pih","13","Male",1.48,43,"Sometimes","2","2","1","Always","Always","Most of the time",399.3372,19.6311176040906
"pih","12","Female",1.41,36,"Never","1","3","4+","Always","Always","Always",399.3372,18.1077410593029
"pih","13","Female",1.44,42,"Rarely","1","<1","4+","Always","Always","Most of the time",399.3372,20.2546296296296
"pih","13","Female",1.46,41,"Always","1","3","3","Always","Always","Always",399.3372,19.2343779320698
"pih","14","Female",1.49,46,"Never","<1","<1","2","Sometimes","Always","Most of the time",399.3372,20.7197873969641
"pih","13","Female",1.44,40,"Never","2","2","2","Most of the time","Always","Most of the time",399.3372,19.2901234567901
"pih","12","Male",1.55,44,"Never","2","2","2","Always","Always","Most of the time",399.3372,18.3142559833507
"pih","12","Male",1.57,46,"Rarely","<1","<1","1","Sometimes","Sometimes","Sometimes",399.3372,18.6620146861942
"pih","13","Male",NA,NA,"Sometimes","1","<1","3","Sometimes","Never","Always",399.3372,NA
"pih","16+","Female",1.49,41,"Sometimes","<1","2","2","Always","Sometimes","Sometimes",360.0459,18.4676365929463
"pih","16+","Female",1.52,47,"Sometimes","1","3","4+","Always","Always","Always",360.0459,20.3427977839335
"pih","16+","Female",1.47,50,"Sometimes","1","1","3","Always","Always","Always",360.0459,23.1385071035217
"pih","15","Female",1.52,47,"Never","3","3","4+","Always","Always","Always",360.0459,20.3427977839335
"pih","16+","Female",1.52,49,"Sometimes","1","1","3","Always","Always","Always",360.0459,21.2084487534626
"pih","16+","Female",1.42,41,"Never","1","<1","3","Always","Always","Most of the time",360.0459,20.3332672088871
"pih","16+","Female",1.54,42,"Never","5+","2","3","Sometimes","Always","Most of the time",360.0459,17.7095631641086
"pih","16+","Female",1.62,54,"Sometimes","1","1","3","Sometimes","Most of the time","Always",360.0459,20.5761316872428
"pih","16+","Male",1.42,43,"Never","<1","1","3","Most of the time","Always","Most of the time",418.0447,21.3251339020036
"pih","16+","Female",1.47,41,"Never","2","3","3","Always","Always","Most of the time",360.0459,18.9735758248878
"pih","15","Female",1.57,43,"Never","3","4","3","Sometimes","Sometimes","Sometimes",360.0459,17.4449267718772
"pih","16+","Female",1.47,45,"Never","<1","<1","3","Always","Always","Always",360.0459,20.8246563931695
"pih","16+","Female",1.57,41,"Never","2","4","3","Sometimes","Most of the time","Always",360.0459,16.6335348289991
"pih","16+","Female",1.49,50,"Sometimes","2","2","0","Most of the time","Most of the time","Sometimes",360.0459,22.5215080401784
"pih","15","Female",1.57,46,"Sometimes","1","<1","3","Sometimes","Always","Always",360.0459,18.6620146861942
"pih","16+","Male",1.6,47,"Rarely","<1","2","3","Sometimes","Always","Sometimes",418.0447,18.359375
"pih","16+","Female",1.52,40,"Never","1","1","3","Always","Always","Always",360.0459,17.3130193905817
"pih","16+","Female",1.48,42,"Never","1","<1","3","Most of the time","Always","Always",360.0459,19.1745799853908
"pih","16+","Female",1.57,54,"Sometimes","0","3","3","Sometimes","Sometimes","Sometimes",360.0459,21.9075824577062
"pih","16+","Female",1.57,55,"Never","<1","1","3","Always","Always","Always",360.0459,22.3132784291452
"pih",NA,NA,NA,NA,"Never","<1","3","3","Always","Most of the time","Sometimes",418.0447,NA
"pih","16+","Female",1.49,38,"Never","0","<1","3","Always","Most of the time","Always",360.0459,17.1163461105356
"pih","15","Female",1.47,44,"Never","<1","2","3","Always","Always","Always",360.0459,20.3618862510991
"pih","16+","Female",1.54,46,"Never","1","2","3","Most of the time","Always","Most of the time",360.0459,19.3961882273571
"pih","16+","Female",1.47,51,"Never","0","2","2","Sometimes","Most of the time","Most of the time",360.0459,23.6012772455921
"pih","16+","Female",1.52,43,"Never","<1","1","3","Most of the time","Always","Most of the time",360.0459,18.6114958448753
"pih","16+","Female",1.49,47,"Never","1","1","3","Sometimes","Always","Always",360.0459,21.1702175577677
"pih","16+","Female",1.52,42,"Never","4","3","4+","Always","Always","Always",360.0459,18.1786703601108
"pih","16+","Male",1.6,46,"Sometimes","<1","3","2","Sometimes","Always","Always",418.0447,17.96875
"pih","16+","Male",1.65,48,"Never","<1","1","3","Sometimes","Most of the time","Most of the time",418.0447,17.6308539944904
"pih","16+","Male",NA,NA,"Sometimes","<1","3","1","Sometimes","Rarely","Most of the time",418.0447,NA
"pih","16+","Male",1.72,65,"Rarely","4","4","4+","Always","Always","Always",418.0447,21.9713358572201
"pih","16+","Female",1.47,38,"Sometimes","<1","2","3","Sometimes","Always","Always",360.0459,17.5852653986765
"pih","16+","Male",1.54,41,"Rarely","2","1","2","Always","Always","Always",418.0447,17.2879068982965
"pih","16+","Male",1.7,50,"Never","1","1","3","Always","Always","Always",418.0447,17.3010380622837
"pih","16+","Female",1.57,56,"Sometimes","<1","3","3","Sometimes","Always","Always",360.0459,22.7189744005842
"pih","16+","Male",1.62,51,"Never","<1","1","2","Most of the time","Always","Always",418.0447,19.4330132601738
"pih","16+","Male",1.62,59,"Sometimes","1","1","3","Always","Most of the time","Always",418.0447,22.4813290656912
"pih","16+","Male",1.7,58,"Always","1","3","3","Sometimes","Rarely","Sometimes",418.0447,20.0692041522491
"pih","16+","Male",1.65,57,"Rarely","0","1","3","Rarely","Always","Sometimes",418.0447,20.9366391184573
"pih","16+","Male",1.6,54,"Never","2","5+","3","Always","Always","Always",418.0447,21.09375
"pih","16+","Male",1.6,53,"Never","1","2","2","Most of the time","Most of the time","Always",418.0447,20.703125
"pih","16+","Male",1.72,61,"Rarely","<1","<1","2","Always","Always","Always",418.0447,20.6192536506220
"pih","16+","Male",1.67,59,"Sometimes","5+","5+","3","Always","Always","Always",418.0447,21.1552942020151
"pih","16+","Male",1.65,42,"Always","5+","0","3","Sometimes","Most of the time","Rarely",418.0447,15.4269972451791
"pih","13","Female",1.46,32,"Sometimes","2","3","3","Always","Always","Always",501.9894,15.0121974103959
"pih","13","Female",NA,NA,"Sometimes","2","2","3","Always","Always","Most of the time",501.9894,NA
"pih","13","Male",1.46,39,"Always","2","1","2","Always","Always","Most of the time",501.9894,18.2961155939201
"pih","14","Female",1.45,35,"Never","2","<1","2",NA,"Always","Always",501.9894,16.6468489892985
"pih","12","Male",1.37,32,"Sometimes","1","1","3","Sometimes","Sometimes","Sometimes",501.9894,17.0493899515158
"pih","14","Female",1.51,38,"Sometimes","0","1","3","Most of the time","Always","Always",501.9894,16.6659357045744
"pih","14","Male",1.44,33,"Sometimes","1","2","<1","Sometimes","Sometimes","Most of the time",501.9894,15.9143518518519
"pih","12","Female",1.42,35,"Never","<1","1","3","Always","Always","Always",501.9894,17.3576671295378
"pih","13","Female",1.55,36,"Never","<1","3","3","Always","Always","Always",501.9894,14.9843912591051
"pih","14","Female",1.51,38,"Sometimes","1","3","3","Sometimes","Sometimes","Sometimes",501.9894,16.6659357045744
"pih","14","Male",1.49,38,"Never","1","4","4+","Sometimes","Most of the time","Always",501.9894,17.1163461105356
"pih","16+","Male",1.63,52,"Sometimes","2","1","3","Always","Always","Rarely",501.9894,19.5716812826979
"pih","13","Female",1.5,44,"Sometimes","3","3","3","Always","Always","Always",501.9894,19.5555555555556
"pih","14","Male",1.58,45,"Sometimes","3","1","4+","Always","Most of the time","Always",501.9894,18.0259573786252
"pih","15","Male",1.59,51,"Sometimes","2","2","3","Always","Always","Rarely",501.9894,20.1732526403228
"pih","13","Male",1.44,35,"Never","3","3","1","Always","Always","Always",501.9894,16.8788580246914
"pih","13","Female",1.47,38,"Sometimes","1","2","2","Always","Always","Sometimes",501.9894,17.5852653986765
"pih","14","Female",1.55,52,"Sometimes","1","2","4+","Always",NA,"Always",501.9894,21.6441207075963
"pih","14","Female",1.36,49,"Sometimes","1","3","1","Always","Always","Always",501.9894,26.4922145328720
"pih","13","Male",1.32,29,"Never","1","1","1","Sometimes","Always","Most of the time",501.9894,16.643709825528
"pih","14","Male",NA,NA,"Sometimes","1","<1","1","Sometimes","Sometimes","Sometimes",501.9894,NA
"pih","14","Male",1.51,42,"Sometimes","1","<1","3","Always","Sometimes","Always",501.9894,18.4202447261085
"pih","14","Male",NA,NA,"Sometimes","1","3","2","Most of the time","Most of the time","Always",501.9894,NA
"pih","12","Male",1.6,41,"Never","1","<1","3","Most of the time","Always","Most of the time",501.9894,16.015625
"pih","13","Female",1.41,35,"Sometimes","1","1","3","Most of the time","Always","Always",501.9894,17.6047482521
"pih","15","Female",1.44,43,"Never","1","1","3","Always","Always","Always",501.9894,20.7368827160494
"pih","16+","Female",1.6,51,"Sometimes","1","1","3","Always","Always","Always",501.9894,19.921875
"pih","13","Female",1.41,39,"Never","2","3","2","Always","Most of the time","Always",501.9894,19.6167194809114
"pih","16+","Female",NA,NA,"Never","2","2","<1","Most of the time","Always","Always",501.9894,NA
"pih","14","Female",1.49,34,"Sometimes","2","2","3","Always","Always","Always",501.9894,15.3146254673213
"pih","14","Male",1.62,44,"Never","2","4","3","Always","Always","Most of the time",501.9894,16.7657369303460
"pih","16+","Female",NA,NA,"Sometimes","<1","5+","4+","Always","Sometimes","Always",421.7345,NA
"pih","14","Male",1.45,34,"Always","2","3","0","Sometimes","Sometimes","Sometimes",554.348,16.1712247324614
"pih","14","Male",1.41,34,"Rarely","<1","<1","2","Always","Always","Always",554.348,17.1017554448971
"pih","15","Male",1.6,52,"Sometimes","1","2","2","Sometimes","Sometimes","Most of the time",554.348,20.3125
"pih","15","Male",1.51,42,"Never","1","2","2","Most of the time","Always","Always",554.348,18.4202447261085
"pih","16+","Female",1.47,48,"Never","1","2","3","Always","Always","Sometimes",421.7345,22.2129668193808
"pih","14","Female",1.42,38,"Sometimes","2","2","2","Sometimes","Sometimes","Sometimes",421.7345,18.8454671692125
"pih","14","Female",1.55,50,"Sometimes","5+","3","2","Always","Always","Always",421.7345,20.8116545265349
"pih","14","Female",1.4,40,"Never","<1","3","1","Always","Sometimes","Most of the time",421.7345,20.4081632653061
"pih",NA,"Male",NA,NA,"Never","0","<1","0","Sometimes","Never","Rarely",554.348,NA
"pih","16+","Male",1.63,56,"Sometimes","0","1","1","Sometimes","Never","Rarely",554.348,21.0771952275208
"pih","13","Male",1.44,40,"Never","1","1","2","Always","Always","Most of the time",554.348,19.2901234567901
"pih","15","Male",1.47,44,"Rarely","1","1","2",NA,"Always","Always",554.348,20.3618862510991
"pih","14","Male",1.52,42,"Sometimes","2","2","1","Sometimes","Always","Sometimes",554.348,18.1786703601108
"pih","14","Female",1.42,32,"Sometimes","1","<1","2","Always","Always","Most of the time",421.7345,15.8698670898631
"pih","15","Female",1.45,46,"Sometimes","1","3","2","Always","Always","Always",421.7345,21.8787158145065
"pih","15","Female",1.47,43,"Sometimes","2","3","3","Always","Most of the time","Always",421.7345,19.8991161090286
"pih","16+","Male",1.55,48,"Never","1","<1","2","Sometimes","Always","Sometimes",554.348,19.9791883454735
"pih","16+","Male",1.42,45,"Sometimes","1","2","2","Most of the time","Always","Always",554.348,22.31700059512
"pih","16+","Female",1.52,53,"Sometimes","2","2","4+","Always","Always","Always",421.7345,22.9397506925208
"pih","13","Female",1.45,46,"Sometimes","2","2","2","Rarely","Rarely","Always",421.7345,21.8787158145065
"pih","15","Female",1.5,46,"Never","5+","5+","<1","Sometimes","Always","Always",421.7345,20.4444444444444
"pih","13","Female",1.47,36,"Sometimes","1","2","3","Most of the time","Always","Always",421.7345,16.6597251145356
"pih","15","Female",1.37,37,"Always","2","4","3","Always","Always","Always",421.7345,19.7133571314401
"pih","15","Male",1.6,50,"Sometimes","1","3","2","Sometimes","Always","Sometimes",554.348,19.53125
"pih","16+","Male",1.6,54,"Sometimes","1","2","3","Always","Always","Always",554.348,21.09375
"pih","13","Female",1.44,38,"Sometimes","0","1","3","Always","Never","Always",421.7345,18.3256172839506
"pih","15","Female",1.47,41,"Rarely","1","2","2","Sometimes","Most of the time","Never",421.7345,18.9735758248878
"pih","15","Female",1.5,40,"Rarely","2","4","3","Always","Always","Always",421.7345,17.7777777777778
"pih","15","Female",1.42,36,"Always","<1","1","3","Always","Always","Most of the time",421.7345,17.853600476096
"pih","13","Female",1.42,34,"Never","1","3","4+","Always","Always","Always",421.7345,16.8617337829796
"pih","13","Male",1.47,40,"Sometimes","2","1","3","Sometimes","Sometimes","Always",554.348,18.5108056828173
"pih","14","Male",1.52,38,"Never","2","1","1","Never","Never","Never",1010.777,16.4473684210526
"pih","14","Female",1.5,52,"Most of the time","1","2","1","Always","Never","Sometimes",768.9745,23.1111111111111
"pih","15","Female",1.59,45,"Rarely","1","4","2","Always","Never","Always",768.9745,17.7999288002848
"pih","15","Female",1.45,36,"Sometimes","<1","<1","2","Rarely","Rarely","Most of the time",768.9745,17.1224732461356
"pih","15","Female",1.47,42,"Rarely","1","2","2","Always","Always","Always",768.9745,19.4363459669582
"pih","14","Female",1.52,40,"Sometimes","<1","1","2","Most of the time","Sometimes","Sometimes",768.9745,17.3130193905817
"pih","16+","Female",1.48,44,"Sometimes","3","5+","1","Most of the time","Never","Most of the time",768.9745,20.0876552227904
"pih","14","Female",1.5,39,"Rarely","<1","2","3","Always","Always","Always",768.9745,17.3333333333333
"pih","15","Female",1.42,43,"Sometimes","1","1","1","Always","Always","Always",768.9745,21.3251339020036
"pih","16+","Male",1.62,50,"Sometimes","2","1","4+","Always","Most of the time","Sometimes",1010.777,19.0519737844841
"pih","13","Female",1.48,45,"Sometimes","0","5+","4+","Always","Always","Always",768.9745,20.5441928414901
"pih","14","Female",1.57,52,"Rarely","1","2","2","Most of the time","Most of the time","Most of the time",768.9745,21.0961905148282
"pih","14","Female",1.53,39,"Never","0","<1","3","Always","Always","Always",768.9745,16.6602588747917
"pih","14","Female",1.37,37,"Rarely","1","2","2","Always","Always","Most of the time",768.9745,19.7133571314401
"pih","14","Male",1.54,43,"Sometimes","1","1","3","Always","Always","Always",1010.777,18.1312194299207
"pih","15","Male",1.52,46,"Sometimes","1","1","3","Always","Always","Always",1010.777,19.9099722991690
"pih","16+","Male",1.68,50,"Never","2","1","2","Always","Always","Always",1010.777,17.7154195011338
"pih","16+","Male",1.62,40,"Sometimes","<1","1","1","Most of the time","Most of the time","Sometimes",1010.777,15.2415790275873
"pih","16+","Female",NA,NA,"Sometimes","1","1","3","Most of the time","Never","Always",511.2652,NA
"pih","16+","Male",1.73,48,"Sometimes","2","2","2","Most of the time","Rarely","Always",593.6235,16.037956497043
"pih","16+","Female",1.47,45,"Sometimes","1","0","1","Always","Always","Always",511.2652,20.8246563931695
"pih","16+","Female",1.46,57,"Most of the time","2","1","3","Always","Always","Always",511.2652,26.7404766372678
"pih","16+","Female",NA,NA,"Never","1","1","3","Always","Always","Always",511.2652,NA
"pih","16+","Female",NA,NA,"Sometimes","2","0","1","Always","Always","Always",511.2652,NA
"pih","16+","Male",1.64,49,"Sometimes","<1","5+","1","Always","Always","Most of the time",593.6235,18.2183224271267
"pih","15","Male",NA,NA,"Sometimes","2","<1","<1","Always","Always","Sometimes",593.6235,NA
"pih","16+","Male",NA,NA,"Rarely","2","<1","4+","Always","Always","Most of the time",593.6235,NA
"pih","16+","Female",1.57,56,"Sometimes","2","3","2","Most of the time","Always","Always",511.2652,22.7189744005842
"pih","16+","Male",1.45,52,"Rarely","<1","<1","3","Rarely","Always","Always",593.6235,24.7324613555291
"pih","16+","Male",1.75,47,"Rarely","<1","<1","2","Most of the time","Always","Sometimes",593.6235,15.3469387755102
"pih","16+","Male",1.78,65,"Rarely","0","3","3","Most of the time","Rarely","Rarely",593.6235,20.5150864789799
"pih","16+","Male",1.58,46,"Rarely","3","<1","2","Rarely","Always","Most of the time",593.6235,18.4265342092613
"pih","16+","Male",1.75,62,"Rarely","3","1","2","Always","Always","Most of the time",593.6235,20.2448979591837
"pih","16+","Male",1.72,53,"Never","<1","1","2","Sometimes","Always","Always",593.6235,17.9150892374256
"pih","16+","Female",1.43,45,"Most of the time","1","1","3","Always","Always","Always",511.2652,22.0059660619101
"pih","16+","Female",NA,NA,"Sometimes","0","1","<1","Rarely","Most of the time","Always",511.2652,NA
"pih","16+","Female",NA,NA,"Sometimes","<1","5+","3","Always","Always","Always",511.2652,NA
"pih","16+","Female",1.56,60,"Sometimes","<1","1","3","Always","Most of the time","Most of the time",511.2652,24.6548323471400
"pih","16+","Female",1.59,54,"Rarely","<1","<1","2","Most of the time","Always","Most of the time",511.2652,21.3599145603418
"pih","16+","Female",NA,NA,"Most of the time","2","0","1","Sometimes","Most of the time","Most of the time",511.2652,NA
"pih","16+","Female",1.54,37,"Never","0","1","3","Always","Always","Always",511.2652,15.6012818350481
"pih","16+","Female",1.55,48,"Most of the time","<1","0","3","Most of the time","Always","Always",511.2652,19.9791883454735
"pih","16+","Female",NA,NA,"Sometimes","<1","5+","3","Most of the time","Always","Most of the time",511.2652,NA
"pih","16+","Female",1.49,49,"Most of the time","2","2","3","Most of the time","Always","Sometimes",511.2652,22.0710778793748
"pih","16+","Male",1.57,55,"Never","1","1","2","Always","Always","Always",593.6235,22.3132784291452
"pih","15","Female",1.51,45,"Sometimes",NA,"1","3","Always","Always","Always",511.2652,19.7359764922591
"pih","16+","Male",1.62,50,"Most of the time","1","2","2","Always","Always","Always",593.6235,19.0519737844841
"pih","16+","Female",1.59,45,"Never","1","1","3","Always","Always","Always",511.2652,17.7999288002848
"pih","16+","Male",1.79,62,"Rarely","2","<1","4+","Always","Most of the time","Always",593.6235,19.3502075465809
"pih","16+","Male",1.69,58,"Sometimes","1","1","2","Always","Always","Most of the time",593.6235,20.307412205455
"pih","16+","Male",1.66,52,"Always","<1","1","1","Always","Always","Always",593.6235,18.8706633763972
"pih","16+","Female",1.5,47,"Never","3","0","3","Always","Always","Always",511.2652,20.8888888888889
"pih","16+","Male",1.58,54,"Sometimes","1","<1","1","Always","Sometimes","Most of the time",593.6235,21.6311488543503
"pih","16+","Male",1.57,53,"Rarely","3","0","3","Rarely","Always","Always",593.6235,21.5018864862672
"pih","16+","Female",1.54,45,"Most of the time","1","0","2","Always","Always","Most of the time",570.9968,18.9745319615449
"pih","16+","Male",1.87,54,"Always","1","1","2","Always","Always","Most of the time",593.6235,15.4422488489805
"pih","16+",NA,NA,NA,"Rarely","<1","4","3","Always","Always","Most of the time",593.6235,NA
"pih","16+","Male",1.56,57,"Never","1","1","2","Most of the time","Most of the time","Most of the time",593.6235,23.4220907297830
"pih","16+","Female",1.52,46,"Never","5+","1","3","Always","Always","Always",511.2652,19.9099722991690
"pih","16+","Female",1.54,39,"Most of the time","<1","0","3","Most of the time","Always","Sometimes",511.2652,16.4445943666723
"pih","16+","Male",1.58,55,"Rarely","1","1","3","Always","Always","Most of the time",593.6235,22.0317256849864
"pih","16+","Female",1.61,49,"Rarely","1","2","3","Most of the time","Always","Always",511.2652,18.9035916824197
"pih","16+","Female",1.52,49,"Sometimes","0","3","3","Always","Always","Always",511.2652,21.2084487534626
"pih","14","Female",1.38,42,"Sometimes","<1","<1","3","Always","Always","Always",568.0233,22.0541902961563
"pih","14","Male",1.46,50,"Never","2","5+","3","Always","Always","Always",634.6459,23.4565584537437
"pih","15","Male",1.31,35,"Sometimes","2","2","3","Always","Always","Always",634.6459,20.3950818716858
"pih","16+","Male",1.5,56,"Always","5+","0","1","Most of the time","Most of the time","Most of the time",634.6459,24.8888888888889
"pih","16+","Male",1.42,37,"Rarely","1","3","3","Always","Most of the time","Sometimes",634.6459,18.3495338226542
"pih","16+","Male",1.3,32,"Never","1","5+","2","Always","Always","Always",634.6459,18.9349112426035
"pih","15","Female",NA,NA,"Always","3","1","3","Always","Sometimes","Always",568.0233,NA
"pih","16+","Female",1.32,35,"Rarely","<1","<1","3","Always","Always","Most of the time",568.0233,20.0872359963269
"pih","15","Female",NA,NA,"Never","0","1","1","Sometimes","Always","Sometimes",568.0233,NA
"pih","15","Female",NA,NA,"Sometimes","1","1","2","Always","Always","Sometimes",568.0233,NA
"pih","14","Male",NA,NA,"Sometimes","<1","<1","3","Sometimes","Always","Sometimes",634.6459,NA
"pih","15","Female",NA,NA,"Never","0","3","3","Most of the time","Most of the time","Most of the time",568.0233,NA
"pih","16+","Female",NA,NA,"Sometimes","0","1","2","Sometimes","Always","Sometimes",568.0233,NA
"pih","15","Male",NA,NA,"Always","<1","5+",NA,"Always","Always","Always",634.6459,NA
"pih","15","Male",1.4,36,"Never","<1","3","1","Sometimes","Always","Sometimes",634.6459,18.3673469387755
"pih","16+","Male",NA,NA,"Sometimes","1","3","3","Most of the time","Most of the time","Most of the time",634.6459,NA
"pih","11-","Male",1.35,30,"Sometimes",NA,"<1","1","Rarely","Rarely","Never",634.6459,16.4609053497942
"pih","15","Male",NA,NA,"Most of the time","4","<1","3","Most of the time","Always","Always",634.6459,NA
"pih","15","Female",1.33,40,"Most of the time","3","2","3","Most of the time","Sometimes","Always",568.0233,22.6129232856578
"pih","16+","Male",1.56,49,"Sometimes","<1","5+","3","Always","Most of the time","Most of the time",634.6459,20.1347797501644
"pih","16+","Female",NA,NA,"Never","<1","<1","3","Always","Rarely","Always",568.0233,NA
"pih","15","Male",1.43,39,"Never","1","0","2","Always","Always","Always",634.6459,19.0718372536554
"pih","16+","Male",1.54,44,"Most of the time","<1","1","3","Always","Always","Sometimes",634.6459,18.5528756957328
"pih","16+","Female",1.39,35,"Rarely","<1","<1","3","Most of the time","Always","Most of the time",568.0233,18.1150043993582
"pih","16+","Male",1.55,51,"Most of the time","3","1","4+","Most of the time","Most of the time","Most of the time",634.6459,21.2278876170656
"pih","16+","Male",1.54,45,"Always","3","1","3","Always","Always","Never",634.6459,18.9745319615449
"pih","15","Female",1.3,32,"Never","<1","1","3","Most of the time","Most of the time","Most of the time",568.0233,18.9349112426035
"pih","16+","Female",1.37,45,"Never","<1","<1","1","Always","Always","Always",568.0233,23.9757046193191
"pih","15","Female",1.4,45,"Never","<1","5+","2","Always","Most of the time","Always",568.0233,22.9591836734694
"pih","16+","Female",1.37,43,"Rarely","<1","3","3","Most of the time","Always","Always",568.0233,22.9101177473494
"pih","16+","Male",NA,NA,"Most of the time","<1","1","4+","Most of the time",NA,"Rarely",634.6459,NA
"pih","15","Male",1.57,47,"Always","1","0","3","Always","Always","Always",634.6459,19.0677106576332
"pih","14","Male",1.37,33,"Never","1","1","3","Always","Always","Most of the time",524.2207,17.5821833875007
"pih","15","Male",1.57,43,"Sometimes","<1","<1","3","Sometimes","Always","Always",524.2207,17.4449267718772
"pih","13","Male",1.32,34,"Sometimes","4","4","4+","Always","Always","Always",524.2207,19.5133149678604
"pih","16+","Female",1.67,57,"Sometimes","1","2","2","Always",NA,"Always",373.4623,20.4381655849977
"pih",NA,"Male",NA,NA,"Rarely",NA,"3","<1","Sometimes","Never","Rarely",524.2207,NA
"pih","16+","Female",1.36,45,"Rarely","1","3","3","Always","Always","Always",398.8144,24.3295847750865
"pih","16+","Female",1.53,44,"Rarely","<1","1","2","Most of the time","Sometimes","Sometimes",398.8144,18.7961894997650
"pih","16+","Male",1.52,46,"Sometimes","1","2","3","Always","Always","Always",524.2207,19.9099722991690
"pih","15","Female",1.5,44,"Rarely","1","2","3","Always","Always","Always",398.8144,19.5555555555556
"pih","15","Male",1.55,65,"Sometimes","5+","1","1","Always","Always","Sometimes",524.2207,27.0551508844953
"pih","15","Male",1.56,49,"Most of the time","3","2","3","Always","Most of the time","Sometimes",524.2207,20.1347797501644
"pih","16+","Male",1.55,43,"Rarely","1","3","2","Sometimes","Rarely","Never",524.2207,17.8980228928200
"pih","13","Female",1.35,37,"Always","<1","1","0","Always","Sometimes",NA,398.8144,20.3017832647462
"pih","14","Female",1.45,39,"Never","<1","1","3","Most of the time","Always","Most of the time",398.8144,18.5493460166468
"pih","14","Male",NA,NA,"Always","2","2","3","Always","Always","Always",524.2207,NA
"pih","13","Male",1.33,32,"Sometimes","5+","1","<1","Sometimes","Sometimes","Always",524.2207,18.0903386285262
"pih","13","Female",1.55,43,"Sometimes",NA,"<1","0",NA,NA,"Always",398.8144,17.8980228928200
"pih","13","Female",1.44,42,"Never","1","1","3","Most of the time","Sometimes","Most of the time",398.8144,20.2546296296296
"pih","14","Female",1.51,40,"Sometimes","1","3","3","Always","Most of the time","Always",398.8144,17.5430902153414
"pih","13","Female",NA,NA,"Sometimes","<1","1","3","Most of the time","Sometimes","Sometimes",398.8144,NA
"pih","12","Male",1.53,32,"Sometimes","5+","3","2","Sometimes","Sometimes","Sometimes",524.2207,13.6699559998291
"pih","14","Male",1.58,52,"Rarely","1","1","2","Never","Most of the time","Always",524.2207,20.8299951930780
"pih","14","Male",NA,NA,"Sometimes","0","1","4+","Always","Always","Always",524.2207,NA
"pih","13","Male",1.62,52,"Sometimes","2","2","3","Sometimes","Most of the time","Sometimes",524.2207,19.8140527358634
"pih","13","Female",1.48,35,"Sometimes","1","2","2","Most of the time","Always","Always",398.8144,15.9788166544923
"pih","14","Female",1.55,45,"Never","1","1","2","Always","Always","Sometimes",398.8144,18.7304890738814
"pih","14","Male",1.49,34,"Sometimes","3","1","2","Always","Always","Sometimes",524.2207,15.3146254673213
"pih","13","Female",1.57,44,"Sometimes","1","<1","3","Always","Always","Most of the time",398.8144,17.8506227433162
"pih","16+","Female",1.48,37,"Sometimes","1","3","3","Always","Sometimes","Most of the time",398.8144,16.8918918918919
"pih","13","Female",1.49,39,"Most of the time","1","1","3","Always","Always","Always",398.8144,17.5667762713391
"pih","12","Female",1.42,30,"Rarely","1","2","3","Always","Always","Always",398.8144,14.8780003967467
